generated_at,data_family_id,scope,owner_lane,cleanup_status,retention_policy,artifact_path,artifact_match_count,producer,producer_exists,validator,validator_exists,workflow_reference_count,inventory_reference_count,lineage_reference_count,script_test_reference_count,config_reference_count,docs_reference_count,workflow_references,inventory_references,lineage_references,script_test_references,config_references,docs_references,artifact_examples,deletion_decision,deletion_allowed,decision_reason,required_next_step
2026-07-12 19:17:37 Asia/Taipei,monthly_revenue_point_in_time_panel,shared_objective,daily_model_maintenance,active,keep_latest_and_history_research_artifact,output/latest/research_backtest/monthly_revenue_point_in_time_panel_latest.csv,1,scripts/build_monthly_revenue_point_in_time_panel.py,True,scripts/validate_monthly_revenue_point_in_time_panel.py,True,5,2,1,68,4,24,.github/workflows/daily_full_pipeline.yml;.github/workflows/event_catalyst_update.yml;.github/workflows/research_backtest_pipeline.yml;.github/workflows/warrant_flow.yml;.github/workflows/weekly_theme_review.yml,config/repo_file_lifecycle_inventory.csv;config/repo_production_inventory.csv,config/report_artifact_lineage.csv,scripts/apply_fundamental_catalyst_layer.py;scripts/apply_revenue_industry_applicability.py;scripts/audit_daily_candidate_model_selection_correctness.py;scripts/audit_daily_candidate_pipeline_integrity.py;scripts/backfill_historical_all_candidates_snapshots_from_git_history.py;scripts/backfill_tdcc_history.py;scripts/build_candidate_repeat_appearance.py;scripts/build_daily_candidate_model_layer.py;...(+60),config/daily_model_data_sharing_registry.csv;config/event_catalyst_overlay_contract.csv;config/external_data_source_contract.csv;config/runtime_file_lineage_contract.csv,docs/daily_pdf_contract_consumer_governance.md;docs/latest/catalyst_layer_validation_latest.json;docs/latest/catalyst_layer_validation_latest.md;docs/latest/chatgpt_daily_report_packet_latest.txt;docs/latest/daily_candidate_model_selection_audit_latest.json;docs/latest/daily_candidate_model_selection_audit_latest.md;docs/latest/daily_candidate_pipeline_integrity_audit_latest.json;docs/latest/daily_model_background_data_cleanup_audit_latest.csv;...(+16),output/latest/research_backtest/monthly_revenue_point_in_time_panel_latest.csv,retain_shared_objective_source,False,registry cleanup_status=active; retention_policy=keep_latest_and_history_research_artifact.,reuse only with point-in-time rules; do not convert to model gate by itself
2026-07-12 19:17:37 Asia/Taipei,theme_taxonomy_latest,latest_only_context,daily_production,active,keep_latest_daily_artifact,output/latest/stock_theme_taxonomy_latest.csv,1,scripts/build_stock_theme_taxonomy.py,True,scripts/validate_stock_theme_taxonomy.py,True,1,2,1,30,2,19,.github/workflows/daily_full_pipeline.yml,config/repo_file_lifecycle_inventory.csv;config/repo_production_inventory.csv,config/report_artifact_lineage.csv,scripts/audit_daily_candidate_model_selection_correctness.py;scripts/audit_daily_candidate_pipeline_integrity.py;scripts/audit_daily_data_layer_consistency.py;scripts/backfill_tdcc_history.py;scripts/build_chatgpt_indicator_usage_guide.py;scripts/build_daily_candidate_model_layer.py;scripts/build_stock_theme_taxonomy.py;scripts/build_surge_precondition_model.py;...(+22),config/daily_model_data_sharing_registry.csv;config/runtime_file_lineage_contract.csv,docs/fundamental_catalyst_layer.md;docs/history/reports/20260529_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260530_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260601_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260602_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260605_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260612_READ_ME_FIRST_DAILY_REPORT.txt;docs/latest/CHATGPT_DAILY_REPORT_RULES.txt;...(+11),output/latest/stock_theme_taxonomy_latest.csv,retain_latest_only_context,False,registry cleanup_status=active; retention_policy=keep_latest_daily_artifact.,do not use as historical point-in-time label
2026-07-12 19:17:37 Asia/Taipei,price_pullback_23ema_research_outputs,model_research_output,research_backtest,active,keep_until_superseded_by_approved_operation,output/latest/research_backtest/price_pullback_23ema_*_latest.csv,14,scripts/build_price_pullback_23ema_research.py,True,scripts/validate_price_pullback_daily_row_parity.py,True,3,2,1,44,12,51,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/research_backtest_pipeline.yml,config/repo_file_lifecycle_inventory.csv;config/repo_production_inventory.csv,config/report_artifact_lineage.csv,scripts/audit_daily_candidate_model_selection_correctness.py;scripts/build_approved_operation_patterns.py;scripts/build_chatgpt_indicator_usage_guide.py;scripts/build_daily_model_parameter_recommendations.py;scripts/build_daily_model_parameter_research.py;scripts/build_daily_model_signal_background_features.py;scripts/build_daily_price_pullback_23ema_operation_section.py;scripts/build_mature_model_row_level_metric_contract_audit.py;...(+36),config/daily_model_condition_spec.csv;config/daily_model_data_sharing_registry.csv;config/daily_model_semantic_ownership.csv;config/daily_pdf_rendered_model_regression_contract.csv;config/formal_model_evidence_pins.csv;config/model_research_artifact_ownership.csv;config/model_research_protected_sentinels.csv;config/model_research_shared_utility_migrations.csv;...(+4),docs/history/reports/20260529_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260530_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260601_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260602_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260605_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260612_READ_ME_FIRST_DAILY_REPORT.txt;docs/latest/CHATGPT_INDICATOR_USAGE_GUIDE.txt;docs/latest/READ_ME_FIRST_DAILY_REPORT.txt;...(+43),output/latest/research_backtest/price_pullback_23ema_continuation_win_profile_latest.csv;output/latest/research_backtest/price_pullback_23ema_daily_row_parity_latest.csv;output/latest/research_backtest/price_pullback_23ema_exit_rule_comparison_latest.csv;output/latest/research_backtest/price_pullback_23ema_feature_confirmation_research_latest.csv;output/latest/research_backtest/price_pullback_23ema_high_return_feature_score_grid_latest.csv;output/latest/research_backtest/price_pullback_23ema_lifecycle_replay_latest.csv;output/latest/research_backtest/price_pullback_23ema_model_decision_audit_latest.csv;output/latest/research_backtest/price_pullback_23ema_operation_module_research_latest.csv;...(+6),retain_model_research_evidence,False,registry cleanup_status=active; retention_policy=keep_until_superseded_by_approved_operation.,keep until superseded by explicit approved operation or cleanup PR
2026-07-12 19:17:37 Asia/Taipei,price_pullback_23ema_revenue_condition_matrix,model_research_output,daily_model_maintenance,active,keep_until_superseded_by_approved_operation_or_model_promotion,output/latest/research_backtest/price_pullback_23ema_revenue_condition_matrix_latest.csv,1,scripts/build_price_pullback_23ema_research.py,True,scripts/validate_daily_model_revenue_condition_matrix.py,True,1,2,1,10,4,11,.github/workflows/research_backtest_pipeline.yml,config/repo_file_lifecycle_inventory.csv;config/repo_production_inventory.csv,config/report_artifact_lineage.csv,scripts/build_daily_model_parameter_research.py;scripts/build_monthly_revenue_coverage_backfill_audit.py;scripts/build_monthly_revenue_history.py;scripts/build_price_pullback_23ema_research.py;scripts/validate_daily_model_revenue_condition_matrix.py;scripts/validate_model_research_artifact_ownership.py;tests/test_daily_model_parameter_research.py;tests/test_model_data_independence.py;...(+2),config/daily_model_data_sharing_registry.csv;config/model_research_artifact_ownership.csv;config/model_research_workflow_entrypoints.csv;config/runtime_file_lineage_contract.csv,docs/latest/daily_model_background_data_cleanup_audit_latest.csv;docs/latest/daily_model_background_data_cleanup_audit_latest.md;docs/latest/model_data_independence_audit_latest.csv;docs/latest/model_data_independence_audit_latest.md;docs/latest/monthly_revenue_coverage_backfill_audit_latest.csv;docs/latest/price_pullback_23ema_promotion_matrix_latest.csv;docs/latest/price_pullback_23ema_revenue_condition_matrix_latest.csv;docs/latest/revenue_unreacted_range_operation_candidate_matrix_latest.csv;...(+3),output/latest/research_backtest/price_pullback_23ema_revenue_condition_matrix_latest.csv,retain_model_research_evidence,False,registry cleanup_status=active; retention_policy=keep_until_superseded_by_approved_operation_or_model_promotion.,keep until superseded by explicit approved operation or cleanup PR
2026-07-12 19:17:37 Asia/Taipei,price_pullback_23ema_promotion_matrix,model_research_output,daily_model_maintenance,active,keep_until_superseded_by_approved_operation_or_model_promotion,output/latest/research_backtest/price_pullback_23ema_promotion_matrix_latest.csv,1,scripts/build_price_pullback_23ema_research.py,True,scripts/validate_price_pullback_promotion_matrix.py,True,1,2,1,8,3,8,.github/workflows/research_backtest_pipeline.yml,config/repo_file_lifecycle_inventory.csv;config/repo_production_inventory.csv,config/report_artifact_lineage.csv,scripts/build_approved_operation_patterns.py;scripts/build_daily_model_parameter_research.py;scripts/build_price_pullback_23ema_research.py;scripts/validate_model_research_artifact_ownership.py;scripts/validate_price_pullback_promotion_matrix.py;tests/test_model_data_independence.py;tests/test_model_research_artifact_ownership.py;tests/test_model_research_workflow_isolation.py,config/daily_model_data_sharing_registry.csv;config/model_research_artifact_ownership.csv;config/model_research_workflow_entrypoints.csv,docs/latest/approved_operation_patterns_latest.csv;docs/latest/daily_model_background_data_cleanup_audit_latest.csv;docs/latest/daily_model_background_data_cleanup_audit_latest.md;docs/latest/model_data_independence_audit_latest.csv;docs/latest/model_data_independence_audit_latest.md;docs/latest/price_pullback_23ema_promotion_matrix_latest.csv;docs/model_background_data_governance.md;docs/specs/price_pullback_23ema_operation_candidate_spec.md,output/latest/research_backtest/price_pullback_23ema_promotion_matrix_latest.csv,retain_model_research_evidence,False,registry cleanup_status=active; retention_policy=keep_until_superseded_by_approved_operation_or_model_promotion.,keep until superseded by explicit approved operation or cleanup PR
2026-07-12 19:17:37 Asia/Taipei,revenue_unreacted_range_revenue_condition_matrix,model_research_output,daily_model_maintenance,active,keep_until_superseded_by_approved_operation_or_model_promotion,output/latest/research_backtest/revenue_unreacted_range_revenue_condition_matrix_latest.csv,1,scripts/build_revenue_unreacted_range_research.py,True,scripts/validate_daily_model_revenue_condition_matrix.py,True,6,2,1,77,6,47,.github/workflows/daily_full_pipeline.yml;.github/workflows/official_price_backfill.yml;.github/workflows/repair_daily_price_range.yml;.github/workflows/repair_one_daily_price.yml;.github/workflows/repair_recent_daily_price_gaps.yml;.github/workflows/research_backtest_pipeline.yml,config/repo_file_lifecycle_inventory.csv;config/repo_production_inventory.csv,config/report_artifact_lineage.csv,scripts/apply_fundamental_catalyst_layer.py;scripts/build_breakout_family_retest_grid.py;scripts/build_chatgpt_indicator_usage_guide.py;scripts/build_daily_candidate_model_layer.py;scripts/build_daily_model_parameter_research.py;scripts/build_daily_model_signal_background_features.py;scripts/build_daily_price_pullback_23ema_operation_section.py;scripts/build_daily_volume_breakout_operation_section.py;...(+69),config/daily_model_data_sharing_registry.csv;config/external_data_source_contract.csv;config/model_research_artifact_ownership.csv;config/model_research_workflow_entrypoints.csv;config/runtime_file_lineage_contract.csv;config/stock_model_contract_registry.csv,docs/STOCK_PRICE_HISTORY_USAGE_RULES.md;docs/history/reports/20260525_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260526_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260527_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260528_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260529_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260530_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260601_READ_ME_FIRST_DAILY_REPORT.txt;...(+39),output/latest/research_backtest/revenue_unreacted_range_revenue_condition_matrix_latest.csv,retain_model_research_evidence,False,registry cleanup_status=active; retention_policy=keep_until_superseded_by_approved_operation_or_model_promotion.,keep until superseded by explicit approved operation or cleanup PR
2026-07-12 19:17:37 Asia/Taipei,revenue_unreacted_range_operation_candidate_matrix,model_research_output,daily_model_maintenance,active,keep_until_superseded_by_approved_operation_or_model_promotion,output/latest/research_backtest/revenue_unreacted_range_operation_candidate_matrix_latest.csv,1,scripts/build_revenue_unreacted_range_research.py,True,scripts/validate_revenue_unreacted_range_operation_candidate_matrix.py,True,9,2,1,85,6,59,.github/workflows/daily_full_pipeline.yml;.github/workflows/official_price_backfill.yml;.github/workflows/repair_daily_price_range.yml;.github/workflows/repair_one_daily_price.yml;.github/workflows/repair_recent_daily_price_gaps.yml;.github/workflows/repair_tdcc_monthly_history_gaps.yml;.github/workflows/research_backtest_pipeline.yml;.github/workflows/tdcc_history_backfill.yml;...(+1),config/repo_file_lifecycle_inventory.csv;config/repo_production_inventory.csv,config/report_artifact_lineage.csv,scripts/apply_fundamental_catalyst_layer.py;scripts/backfill_tdcc_history.py;scripts/build_breakout_family_retest_grid.py;scripts/build_chatgpt_indicator_usage_guide.py;scripts/build_daily_candidate_model_layer.py;scripts/build_daily_model_parameter_research.py;scripts/build_daily_model_signal_background_features.py;scripts/build_daily_price_pullback_23ema_operation_section.py;...(+77),config/daily_model_data_sharing_registry.csv;config/external_data_source_contract.csv;config/model_research_artifact_ownership.csv;config/model_research_workflow_entrypoints.csv;config/runtime_file_lineage_contract.csv;config/stock_model_contract_registry.csv,docs/STOCK_PRICE_HISTORY_USAGE_RULES.md;docs/history/reports/20260525_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260526_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260527_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260528_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260529_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260530_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260601_READ_ME_FIRST_DAILY_REPORT.txt;...(+51),output/latest/research_backtest/revenue_unreacted_range_operation_candidate_matrix_latest.csv,retain_model_research_evidence,False,registry cleanup_status=active; retention_policy=keep_until_superseded_by_approved_operation_or_model_promotion.,keep until superseded by explicit approved operation or cleanup PR
2026-07-12 19:17:37 Asia/Taipei,revenue_unreacted_range_feature_contrast_audit,model_research_output,daily_model_maintenance,active,keep_until_superseded_by_approved_operation_or_model_promotion,output/latest/research_backtest/revenue_unreacted_range_feature_contrast_audit_latest.csv,1,scripts/build_revenue_unreacted_range_research.py,True,scripts/validate_revenue_unreacted_range_feature_contrast_audit.py,True,9,2,1,93,6,63,.github/workflows/daily_full_pipeline.yml;.github/workflows/official_price_backfill.yml;.github/workflows/repair_daily_price_range.yml;.github/workflows/repair_one_daily_price.yml;.github/workflows/repair_recent_daily_price_gaps.yml;.github/workflows/repair_tdcc_monthly_history_gaps.yml;.github/workflows/research_backtest_pipeline.yml;.github/workflows/tdcc_history_backfill.yml;...(+1),config/repo_file_lifecycle_inventory.csv;config/repo_production_inventory.csv,config/report_artifact_lineage.csv,scripts/apply_fundamental_catalyst_layer.py;scripts/backfill_tdcc_history.py;scripts/build_breakout_family_retest_grid.py;scripts/build_chatgpt_indicator_usage_guide.py;scripts/build_daily_candidate_model_layer.py;scripts/build_daily_model_parameter_research.py;scripts/build_daily_model_signal_background_features.py;scripts/build_daily_price_pullback_23ema_operation_section.py;...(+85),config/daily_model_data_sharing_registry.csv;config/external_data_source_contract.csv;config/model_research_artifact_ownership.csv;config/model_research_workflow_entrypoints.csv;config/runtime_file_lineage_contract.csv;config/stock_model_contract_registry.csv,docs/STOCK_PRICE_HISTORY_USAGE_RULES.md;docs/history/reports/20260525_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260526_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260527_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260528_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260529_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260530_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260601_READ_ME_FIRST_DAILY_REPORT.txt;...(+55),output/latest/research_backtest/revenue_unreacted_range_feature_contrast_audit_latest.csv,retain_model_research_evidence,False,registry cleanup_status=active; retention_policy=keep_until_superseded_by_approved_operation_or_model_promotion.,keep until superseded by explicit approved operation or cleanup PR
2026-07-12 19:17:37 Asia/Taipei,revenue_unreacted_range_close_confirmation_timing_audit,model_research_output,daily_model_maintenance,active,keep_until_superseded_by_approved_operation_or_model_promotion,output/latest/research_backtest/revenue_unreacted_range_close_confirmation_timing_audit_latest.csv,1,scripts/build_revenue_unreacted_range_research.py,True,scripts/validate_revenue_unreacted_range_close_confirmation_timing_audit.py,True,6,2,1,78,6,52,.github/workflows/daily_full_pipeline.yml;.github/workflows/official_price_backfill.yml;.github/workflows/repair_daily_price_range.yml;.github/workflows/repair_one_daily_price.yml;.github/workflows/repair_recent_daily_price_gaps.yml;.github/workflows/research_backtest_pipeline.yml,config/repo_file_lifecycle_inventory.csv;config/repo_production_inventory.csv,config/report_artifact_lineage.csv,scripts/apply_fundamental_catalyst_layer.py;scripts/build_breakout_family_retest_grid.py;scripts/build_chatgpt_indicator_usage_guide.py;scripts/build_daily_candidate_model_layer.py;scripts/build_daily_model_parameter_research.py;scripts/build_daily_model_signal_background_features.py;scripts/build_daily_price_pullback_23ema_operation_section.py;scripts/build_daily_volume_breakout_operation_section.py;...(+70),config/daily_model_data_sharing_registry.csv;config/external_data_source_contract.csv;config/model_research_artifact_ownership.csv;config/model_research_workflow_entrypoints.csv;config/runtime_file_lineage_contract.csv;config/stock_model_contract_registry.csv,docs/STOCK_PRICE_HISTORY_USAGE_RULES.md;docs/history/reports/20260525_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260526_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260527_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260528_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260529_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260530_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260601_READ_ME_FIRST_DAILY_REPORT.txt;...(+44),output/latest/research_backtest/revenue_unreacted_range_close_confirmation_timing_audit_latest.csv,retain_model_research_evidence,False,registry cleanup_status=active; retention_policy=keep_until_superseded_by_approved_operation_or_model_promotion.,keep until superseded by explicit approved operation or cleanup PR
2026-07-12 19:17:37 Asia/Taipei,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,model_research_output,daily_model_maintenance,active,keep_until_superseded_by_approved_operation_or_model_promotion,output/latest/research_backtest/revenue_unreacted_range_fixed_confirmation_feature_contrast_audit_latest.csv,1,scripts/build_revenue_unreacted_range_research.py,True,scripts/validate_revenue_unreacted_range_fixed_confirmation_feature_contrast.py,True,9,2,1,94,8,65,.github/workflows/daily_full_pipeline.yml;.github/workflows/official_price_backfill.yml;.github/workflows/repair_daily_price_range.yml;.github/workflows/repair_one_daily_price.yml;.github/workflows/repair_recent_daily_price_gaps.yml;.github/workflows/repair_tdcc_monthly_history_gaps.yml;.github/workflows/research_backtest_pipeline.yml;.github/workflows/tdcc_history_backfill.yml;...(+1),config/repo_file_lifecycle_inventory.csv;config/repo_production_inventory.csv,config/report_artifact_lineage.csv,scripts/apply_fundamental_catalyst_layer.py;scripts/backfill_tdcc_history.py;scripts/build_breakout_family_retest_grid.py;scripts/build_chatgpt_indicator_usage_guide.py;scripts/build_daily_candidate_model_layer.py;scripts/build_daily_model_parameter_research.py;scripts/build_daily_model_signal_background_features.py;scripts/build_daily_price_pullback_23ema_operation_section.py;...(+86),config/daily_model_data_sharing_registry.csv;config/external_data_source_contract.csv;config/model_research_artifact_ownership.csv;config/model_research_shared_utility_migrations.csv;config/model_research_shared_utility_registry.csv;config/model_research_workflow_entrypoints.csv;config/runtime_file_lineage_contract.csv;config/stock_model_contract_registry.csv,docs/STOCK_PRICE_HISTORY_USAGE_RULES.md;docs/history/reports/20260525_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260526_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260527_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260528_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260529_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260530_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260601_READ_ME_FIRST_DAILY_REPORT.txt;...(+57),output/latest/research_backtest/revenue_unreacted_range_fixed_confirmation_feature_contrast_audit_latest.csv,retain_model_research_evidence,False,registry cleanup_status=active; retention_policy=keep_until_superseded_by_approved_operation_or_model_promotion.,keep until superseded by explicit approved operation or cleanup PR
2026-07-12 19:17:37 Asia/Taipei,volume_range_breakout_v2_high_position_improvement_audit,model_research_output,daily_model_maintenance,active,keep_until_superseded_by_approved_operation_or_model_promotion,output/latest/research_backtest/volume_range_breakout_v2_high_position_improvement_audit_latest.csv,1,scripts/build_volume_range_breakout_v2_research.py,True,scripts/validate_volume_range_breakout_v2_high_position_improvement_audit.py,True,6,2,1,78,8,48,.github/workflows/daily_full_pipeline.yml;.github/workflows/official_price_backfill.yml;.github/workflows/repair_daily_price_range.yml;.github/workflows/repair_one_daily_price.yml;.github/workflows/repair_recent_daily_price_gaps.yml;.github/workflows/research_backtest_pipeline.yml,config/repo_file_lifecycle_inventory.csv;config/repo_production_inventory.csv,config/report_artifact_lineage.csv,scripts/apply_fundamental_catalyst_layer.py;scripts/build_approved_operation_patterns.py;scripts/build_breakout_family_retest_grid.py;scripts/build_chatgpt_indicator_usage_guide.py;scripts/build_daily_candidate_model_layer.py;scripts/build_daily_model_parameter_research.py;scripts/build_daily_model_signal_background_features.py;scripts/build_daily_price_pullback_23ema_operation_section.py;...(+70),config/daily_model_data_sharing_registry.csv;config/external_data_source_contract.csv;config/formal_model_evidence_pins.csv;config/model_research_artifact_ownership.csv;config/model_research_protected_sentinels.csv;config/model_research_workflow_entrypoints.csv;config/runtime_file_lineage_contract.csv;config/stock_model_contract_registry.csv,docs/STOCK_PRICE_HISTORY_USAGE_RULES.md;docs/history/reports/20260525_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260526_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260527_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260528_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260529_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260530_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260601_READ_ME_FIRST_DAILY_REPORT.txt;...(+40),output/latest/research_backtest/volume_range_breakout_v2_high_position_improvement_audit_latest.csv,retain_model_research_evidence,False,registry cleanup_status=active; retention_policy=keep_until_superseded_by_approved_operation_or_model_promotion.,keep until superseded by explicit approved operation or cleanup PR
2026-07-12 19:17:37 Asia/Taipei,mature_model_row_level_metric_contract_audit,model_research_output,daily_model_maintenance,active,keep_until_superseded_by_row_level_metric_contract_update,output/latest/mature_model_row_level_metric_contract_audit_latest.csv,1,scripts/build_mature_model_row_level_metric_contract_audit.py,True,scripts/validate_mature_model_row_level_metric_contract_audit.py,True,2,2,1,35,5,30,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml,config/repo_file_lifecycle_inventory.csv;config/repo_production_inventory.csv,config/report_artifact_lineage.csv,scripts/build_approved_operation_patterns.py;scripts/build_daily_model_parameter_research.py;scripts/build_daily_price_pullback_23ema_operation_section.py;scripts/build_daily_volume_breakout_operation_section.py;scripts/build_daily_w_bottom_operation_sections.py;scripts/build_mature_model_row_level_metric_contract_audit.py;scripts/build_model_operation_readiness.py;scripts/build_volume_range_breakout_v2_high_position_improvement_audit.py;...(+27),config/daily_model_data_sharing_registry.csv;config/formal_model_evidence_pins.csv;config/model_research_protected_sentinels.csv;config/model_surface_registry.csv;config/runtime_file_lineage_contract.csv,docs/CHATGPT_DAILY_REPORT_USAGE_PROMPT.md;docs/daily_pdf_contract_consumer_governance.md;docs/latest/approved_operation_patterns_latest.csv;docs/latest/chatgpt_daily_report_packet_latest.txt;docs/latest/daily_model_background_data_cleanup_audit_latest.csv;docs/latest/daily_model_background_data_cleanup_audit_latest.md;docs/latest/daily_model_parameter_research_latest.csv;docs/latest/daily_neckline_volume_breakout_confirmation_operation_section_latest.csv;...(+22),output/latest/mature_model_row_level_metric_contract_audit_latest.csv,retain_model_research_evidence,False,registry cleanup_status=active; retention_policy=keep_until_superseded_by_row_level_metric_contract_update.,keep until superseded by explicit approved operation or cleanup PR
2026-07-12 19:17:37 Asia/Taipei,neckline_context_interpretation,model_specific,daily_model_maintenance,active,keep_with_model_contract,output/latest/daily_candidate_model_signals_for_report_latest.csv,1,scripts/build_daily_candidate_model_layer.py,True,scripts/validate_daily_model_research_parity.py,True,7,2,1,94,12,53,.github/workflows/daily_full_pipeline.yml;.github/workflows/daily_model_maintenance_pr_validation.yml;.github/workflows/official_price_backfill.yml;.github/workflows/repair_daily_price_range.yml;.github/workflows/repair_one_daily_price.yml;.github/workflows/repair_recent_daily_price_gaps.yml;.github/workflows/research_backtest_pipeline.yml,config/repo_file_lifecycle_inventory.csv;config/repo_production_inventory.csv,config/report_artifact_lineage.csv,scripts/apply_fundamental_catalyst_layer.py;scripts/audit_daily_candidate_model_selection_correctness.py;scripts/audit_daily_candidate_pipeline_integrity.py;scripts/audit_daily_data_layer_consistency.py;scripts/build_breakout_family_retest_grid.py;scripts/build_chatgpt_indicator_usage_guide.py;scripts/build_daily_candidate_model_layer.py;scripts/build_daily_model_parameter_research.py;...(+86),config/daily_model_data_sharing_registry.csv;config/daily_model_semantic_migrations.csv;config/daily_model_semantic_ownership.csv;config/daily_model_shared_semantic_registry.csv;config/daily_model_validator_independence.csv;config/external_data_source_contract.csv;config/model_research_shared_utility_migrations.csv;config/model_research_shared_utility_registry.csv;...(+4),docs/STOCK_PRICE_HISTORY_USAGE_RULES.md;docs/daily_pdf_contract_consumer_governance.md;docs/history/reports/20260525_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260526_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260527_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260528_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260529_READ_ME_FIRST_DAILY_REPORT.txt;docs/history/reports/20260530_READ_ME_FIRST_DAILY_REPORT.txt;...(+45),output/latest/daily_candidate_model_signals_for_report_latest.csv,retain_model_specific_semantics,False,registry cleanup_status=active; retention_policy=keep_with_model_contract.,keep with owning model contract; do not reuse across unrelated models
