Date,SecuritiesCompanyCode,CompanyName,DispositionPeriod,DispositionReasons,DisposalCondition
1150602,49794,華星光四,1150603~1150616,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,華星光通科技股份有限公司股票(代號：4979)最近30個營業日內曾發布處置，又因連續5個營業日經本中心公布注意交易資訊，爰自115年6月3日起10個營業日(115年6月3日至115年6月16日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對華星光通科技股份有限公司國內第四次無擔保轉換公司債（代號：49794）改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。
1150602,704710,精材元大58購03,1150603~1150616,因連續3個營業日達本中心作業要點第四條第一項第一款,精材元大58購03權證(代號：704710)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月3日起10個營業日(115年6月3日至115年6月16日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。
1150601,2061,風青,1150602~1150615,因連續3個營業日達本中心作業要點第四條第一項第一款,風青實業股份有限公司股票(代號：2061)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月2日起10個營業日(115年6月2日至115年6月15日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。
1150601,3485,敘豐,1150602~1150615,因連續3個營業日達本中心作業要點第四條第一項第一款,敘(余+卜+又)豐企業股份有限公司股票(代號：3485)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月2日起10個營業日(115年6月2日至115年6月15日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。
1150601,3523,迎輝,1150602~1150615,因連續3個營業日達本中心作業要點第四條第一項第一款,迎輝科技股份有限公司股票(代號：3523)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月2日起10個營業日(115年6月2日至115年6月15日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。
1150601,4973,廣穎,1150602~1150615,因連續3個營業日達本中心作業要點第四條第一項第一款,廣穎電通股份有限公司股票(代號：4973)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月2日起10個營業日(115年6月2日至115年6月15日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。
1150601,5321,美而快,1150602~1150615,因連續3個營業日達本中心作業要點第四條第一項第一款,美而快國際股份有限公司股票(代號：5321)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月2日起10個營業日(115年6月2日至115年6月15日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。
1150601,53211,美而快一,1150602~1150615,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,美而快國際股份有限公司股票(代號：5321)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月2日起10個營業日(115年6月2日至115年6月15日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對美而快國際股份有限公司國內第一次無擔保轉換公司債（代號：53211）改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。
1150601,6182,合晶,1150602~1150615,因連續3個營業日達本中心作業要點第四條第一項第一款,合晶科技股份有限公司股票(代號：6182)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月2日起10個營業日(115年6月2日至115年6月15日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。
1150601,61827,合晶七,1150602~1150615,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,合晶科技股份有限公司股票(代號：6182)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月2日起10個營業日(115年6月2日至115年6月15日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對合晶科技股份有限公司國內第七次無擔保轉換公司債（代號：61827）改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。
1150601,61828,合晶八,1150602~1150615,因連續3個營業日達本中心作業要點第四條第一項第一款,合晶科技股份有限公司國內第八次無擔保轉換公司債(代號：61828)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月2日起10個營業日(115年6月2日至115年6月15日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。
1150601,6654,天正國際,1150602~1150615,因連續3個營業日達本中心作業要點第四條第一項第一款,天正國際精密機械股份有限公司股票(代號：6654)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月2日起10個營業日(115年6月2日至115年6月15日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。
1150529,24642,盟立二,1150601~1150612,因連續3個營業日達本中心作業要點第四條第一項第一款,盟立自動化股份有限公司國內第二次無擔保轉換公司債(代號：24642)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月1日起10個營業日(115年6月1日至115年6月12日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。
1150529,61827,合晶七,1150601~1150612,因連續3個營業日達本中心作業要點第四條第一項第一款,合晶科技股份有限公司國內第七次無擔保轉換公司債(代號：61827)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月1日起10個營業日(115年6月1日至115年6月12日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券；惟其標的股票前經本中心發布處置，該轉換公司債已併同採行處置措施，其中115年5月28日至115年6月10日(如遇休市、有價證券停止買賣、全日暫停交易則順延執行)仍應改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。
1150529,6291,沛亨,1150601~1150612,因連續3個營業日達本中心作業要點第四條第一項第一款,沛亨半導體股份有限公司股票(代號：6291)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月1日起10個營業日(115年6月1日至115年6月12日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。
1150529,6488,環球晶,1150601~1150612,因連續3個營業日達本中心作業要點第四條第一項第一款,環球晶圓股份有限公司股票(代號：6488)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月1日起10個營業日(115年6月1日至115年6月12日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。
1150529,705031,訊聯群益5A購02,1150601~1150612,因連續3個營業日達本中心作業要點第四條第一項第一款,訊聯群益5A購02權證(代號：705031)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月1日起10個營業日(115年6月1日至115年6月12日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。
1150529,76101,聯友金屬一創,1150601~1150612,因連續3個營業日達本中心作業要點第四條第一項第一款,聯友金屬科技股份有限公司國內第一次無擔保轉換公司債(代號：76101)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月1日起10個營業日(115年6月1日至115年6月12日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券；惟其標的股票前經臺灣證券交易所股份有限公司發布第二次處置，該轉換公司債已併同採行處置措施，其中115年5月25日至115年6月5日(如遇休市、有價證券停止買賣、全日暫停交易則順延執行)仍應改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。
1150529,7828,創新服務,1150601~1150612,因連續3個營業日達本中心作業要點第四條第一項第一款,創新服務股份有限公司股票(代號：7828)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年6月1日起10個營業日(115年6月1日至115年6月12日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。
1150528,3191,雲嘉南,1150529~1150611,因連續3個營業日達本中心作業要點第四條第一項第一款,雲嘉南科技股份有限公司股票(代號：3191)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年5月29日起10個營業日(115年5月29日至115年6月11日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。
1150528,68061,森崴能源一,1150529~1150611,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,上市公司森崴能源股份有限公司股票(代號：6806)經臺灣證券交易所股份有限公司發布第二次處置，依本中心「櫃檯買賣公布或通知注意交易資訊暨處置作業要點」第六條規定，爰自115年5月29日起10個營業日(115年5月29日至115年6月11日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對森崴能源股份有限公司國內第一次有擔保轉換公司債（代號：68061）改以人工管制之撮合終端機執行撮合作業(約每60分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。
1150528,6821,聯寶,1150529~1150611,因連續3個營業日達本中心作業要點第四條第一項第一款,聯寶電子股份有限公司股票(代號：6821)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年5月29日起10個營業日(115年5月29日至115年6月11日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。
1150528,68211,聯寶一,1150529~1150611,因連續3個營業日達本中心作業要點第四條第一項第一款,聯寶電子股份有限公司國內第一次無擔保轉換公司債(代號：68211)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年5月29日起10個營業日(115年5月29日至115年6月11日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。
1150527,2061,風青,1150528~1150610,因連續3個營業日達本中心作業要點第四條第一項第一款,風青實業股份有限公司股票(代號：2061)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年5月28日起10個營業日(115年5月28日至115年6月10日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。
1150527,3236,千如,1150528~1150610,因連續3個營業日達本中心作業要點第四條第一項第一款,千如電機工業股份有限公司股票(代號：3236)因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年5月28日起10個營業日(115年5月28日至115年6月10日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。
1150527,45421,科嶠一,1150528~1150610,因連續3個營業日達本中心作業要點第四條第一項第一款,科嶠工業股份有限公司國內第一次無擔保轉換公司債(代號：45421)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年5月28日起10個營業日(115年5月28日至115年6月10日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。
1150527,5321,美而快,1150528~1150610,因連續3個營業日達本中心作業要點第四條第一項第一款,美而快國際股份有限公司股票(代號：5321)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年5月28日起10個營業日(115年5月28日至115年6月10日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。
1150527,53211,美而快一,1150528~1150610,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,美而快國際股份有限公司股票(代號：5321)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年5月28日起10個營業日(115年5月28日至115年6月10日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對美而快國際股份有限公司國內第一次無擔保轉換公司債（代號：53211）改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。
1150527,6173,信昌電,1150528~1150610,因連續3個營業日達本中心作業要點第四條第一項第一款,信昌電子陶瓷股份有限公司股票(代號：6173)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年5月28日起10個營業日(115年5月28日至115年6月10日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。
1150527,6182,合晶,1150528~1150610,因連續3個營業日達本中心作業要點第四條第一項第一款,合晶科技股份有限公司股票(代號：6182)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年5月28日起10個營業日(115年5月28日至115年6月10日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。
1150527,61827,合晶七,1150528~1150610,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,合晶科技股份有限公司股票(代號：6182)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年5月28日起10個營業日(115年5月28日至115年6月10日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)對合晶科技股份有限公司國內第七次無擔保轉換公司債（代號：61827）改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。但違約專戶委託買賣該有價證券時，不在此限。
