date,status,twse_rows,tpex_rows,total_rows,reason,saved_files
20240214,failed,1236,0,1236,"GET https://www.tpex.org.tw/web/stock/aftertrading/daily_close_quotes/stk_quote_result.php?l=zh-tw&o=csv&d=113/02/14&s=0,asc,0 -> status=200, chars=1391211; TPEX_OLD_DAILY_CSV: rejected response date 20260626; target date is 20240214; Skip TPEx latest-only source=TPEX_OPENAPI_MAINBOARD_DAILY_CLOSE_QUOTES for historical target date 20240214; TPEx batch best rows=0; date=20240214 twse_rows=1236 tpex_rows=0 total_rows=1236 full_market_ok=False",
20240215,repaired,1128,820,1948,full_market_ok,data/daily_price/20240215.csv;data/daily_price/daily_price_20240215.csv
20240216,repaired,1130,821,1951,full_market_ok,data/daily_price/20240216.csv;data/daily_price/daily_price_20240216.csv
20240217,skipped_weekend,0,0,0,weekend,
20240218,skipped_weekend,0,0,0,weekend,
20240219,repaired,1129,824,1953,full_market_ok,data/daily_price/20240219.csv;data/daily_price/daily_price_20240219.csv
20240220,repaired,1126,817,1943,full_market_ok,data/daily_price/20240220.csv;data/daily_price/daily_price_20240220.csv
20240221,repaired,1128,817,1945,full_market_ok,data/daily_price/20240221.csv;data/daily_price/daily_price_20240221.csv
20240222,repaired,1011,818,1829,full_market_ok,data/daily_price/20240222.csv;data/daily_price/daily_price_20240222.csv
20240223,repaired,1128,821,1949,full_market_ok,data/daily_price/20240223.csv;data/daily_price/daily_price_20240223.csv
20240224,skipped_weekend,0,0,0,weekend,
20240225,skipped_weekend,0,0,0,weekend,
20240226,repaired,1128,819,1947,full_market_ok,data/daily_price/20240226.csv;data/daily_price/daily_price_20240226.csv
20240227,repaired,1128,818,1946,full_market_ok,data/daily_price/20240227.csv;data/daily_price/daily_price_20240227.csv
20240228,failed,1236,0,1236,"GET https://www.tpex.org.tw/web/stock/aftertrading/daily_close_quotes/stk_quote_result.php?l=zh-tw&o=csv&d=113/02/28&s=0,asc,0 -> status=200, chars=1391211; TPEX_OLD_DAILY_CSV: rejected response date 20260626; target date is 20240228; Skip TPEx latest-only source=TPEX_OPENAPI_MAINBOARD_DAILY_CLOSE_QUOTES for historical target date 20240228; TPEx batch best rows=0; date=20240228 twse_rows=1236 tpex_rows=0 total_rows=1236 full_market_ok=False",
20240229,repaired,1127,823,1950,full_market_ok,data/daily_price/20240229.csv;data/daily_price/daily_price_20240229.csv
