section,tdcc_price_phase,sample_count,pct_of_total,tdcc_consecutive_up_weeks,signal_count,condition_name,mature_sample_d5,avg_ret_d5,avg_relative_ret_d5,mature_sample_d10,avg_ret_d10,avg_relative_ret_d10,mature_sample_d20,avg_ret_d20,avg_relative_ret_d20,avg_mfe_d10,avg_mae_d10
condition_x_phase,price_leading_tdcc,,,,49.0,all_thresholds_up,,,,,,,,,,,
condition_x_phase,overheated_after_tdcc,,,,16.0,all_thresholds_up,,,,,,,,,,,
condition_x_phase,tdcc_price_confirmed,,,,11.0,all_thresholds_up,,,,,,,,,,,
condition_x_phase,failed_after_tdcc,,,,4.0,all_thresholds_up,,,,,,,,,,,
condition_x_phase,insufficient_price_context,,,,203.0,high_thresholds_up,,,,,,,,,,,
condition_x_phase,tdcc_price_divergence,,,,151.0,high_thresholds_up,,,,,,,,,,,
condition_x_phase,tdcc_leading_price,,,,110.0,high_thresholds_up,,,,,,,,,,,
condition_x_phase,price_leading_tdcc,,,,53.0,high_thresholds_up,,,,,,,,,,,
condition_x_phase,overheated_after_tdcc,,,,19.0,high_thresholds_up,,,,,,,,,,,
condition_x_phase,tdcc_price_confirmed,,,,11.0,high_thresholds_up,,,,,,,,,,,
condition_x_phase,failed_after_tdcc,,,,5.0,high_thresholds_up,,,,,,,,,,,
condition_x_phase,insufficient_price_context,,,,445.0,over_800_or_above,,,,,,,,,,,
condition_x_phase,tdcc_price_divergence,,,,151.0,over_800_or_above,,,,,,,,,,,
condition_x_phase,tdcc_leading_price,,,,110.0,over_800_or_above,,,,,,,,,,,
condition_x_phase,price_leading_tdcc,,,,53.0,over_800_or_above,,,,,,,,,,,
condition_x_phase,overheated_after_tdcc,,,,19.0,over_800_or_above,,,,,,,,,,,
condition_x_phase,tdcc_price_confirmed,,,,11.0,over_800_or_above,,,,,,,,,,,
condition_x_phase,failed_after_tdcc,,,,5.0,over_800_or_above,,,,,,,,,,,
condition_x_phase,insufficient_price_context,,,,93.0,over_1000_only,,,,,,,,,,,
condition_x_phase,insufficient_price_context,,,,350.0,consecutive_2w,,,,,,,,,,,
condition_x_phase,tdcc_price_divergence,,,,151.0,consecutive_2w,,,,,,,,,,,
condition_x_phase,tdcc_leading_price,,,,110.0,consecutive_2w,,,,,,,,,,,
condition_x_phase,price_leading_tdcc,,,,42.0,consecutive_2w,,,,,,,,,,,
condition_x_phase,overheated_after_tdcc,,,,17.0,consecutive_2w,,,,,,,,,,,
condition_x_phase,tdcc_price_confirmed,,,,11.0,consecutive_2w,,,,,,,,,,,
condition_x_phase,failed_after_tdcc,,,,5.0,consecutive_2w,,,,,,,,,,,
condition_x_phase,insufficient_price_context,,,,184.0,consecutive_3w,,,,,,,,,,,
condition_x_phase,tdcc_price_divergence,,,,106.0,consecutive_3w,,,,,,,,,,,
condition_x_phase,tdcc_leading_price,,,,86.0,consecutive_3w,,,,,,,,,,,
condition_x_phase,price_leading_tdcc,,,,16.0,consecutive_3w,,,,,,,,,,,
condition_x_phase,overheated_after_tdcc,,,,10.0,consecutive_3w,,,,,,,,,,,
condition_x_phase,tdcc_price_confirmed,,,,8.0,consecutive_3w,,,,,,,,,,,
condition_x_phase,tdcc_price_divergence,,,,93.0,quiet_accumulation,,,,,,,,,,,
condition_x_phase,tdcc_leading_price,,,,68.0,quiet_accumulation,,,,,,,,,,,
condition_x_phase,insufficient_price_context,,,,33.0,quiet_accumulation,,,,,,,,,,,
condition_x_phase,price_leading_tdcc,,,,6.0,quiet_accumulation,,,,,,,,,,,
condition_x_phase,tdcc_price_confirmed,,,,5.0,quiet_accumulation,,,,,,,,,,,
condition_x_phase,failed_after_tdcc,,,,4.0,quiet_accumulation,,,,,,,,,,,
condition_x_phase,overheated_after_tdcc,,,,1.0,quiet_accumulation,,,,,,,,,,,
condition_x_phase,none,,,,0.0,early_breakout,,,,,,,,,,,
condition_x_phase,price_leading_tdcc,,,,15.0,strong_momentum,,,,,,,,,,,
condition_x_phase,insufficient_price_context,,,,9.0,strong_momentum,,,,,,,,,,,
condition_x_phase,tdcc_leading_price,,,,5.0,strong_momentum,,,,,,,,,,,
condition_x_phase,tdcc_price_divergence,,,,3.0,strong_momentum,,,,,,,,,,,
condition_x_phase,overheated_after_tdcc,,,,1.0,strong_momentum,,,,,,,,,,,
condition_x_phase,tdcc_price_confirmed,,,,1.0,strong_momentum,,,,,,,,,,,
condition_x_phase,overheated_after_tdcc,,,,19.0,overheated,,,,,,,,,,,
condition_x_phase,price_leading_tdcc,,,,8.0,overheated,,,,,,,,,,,
condition_x_phase,insufficient_price_context,,,,2.0,overheated,,,,,,,,,,,
condition_x_phase,tdcc_price_divergence,,,,2.0,overheated,,,,,,,,,,,
condition_x_phase,tdcc_leading_price,,,,1.0,overheated,,,,,,,,,,,
phase_performance,failed_after_tdcc,,,,,,0.0,,,0.0,,,0.0,,,,
phase_performance,insufficient_price_context,,,,,,87.0,1.87,0.11,45.0,6.71,1.85,32.0,3.59,-0.65,16.61,-9.45
phase_performance,overheated_after_tdcc,,,,,,94.0,3.85,2.22,63.0,7.90,4.38,57.0,14.39,8.43,20.13,-10.04
phase_performance,price_leading_tdcc,,,,,,59.0,4.86,2.74,35.0,5.94,2.75,26.0,2.32,-7.52,18.25,-8.92
phase_performance,tdcc_leading_price,,,,,,13.0,-3.12,-1.12,10.0,4.51,-0.62,2.0,4.13,-13.87,13.32,-10.01
phase_performance,tdcc_price_confirmed,,,,,,6.0,-3.78,-3.95,6.0,6.66,2.22,2.0,21.99,14.85,11.97,-10.68
phase_performance,tdcc_price_divergence,,,,,,7.0,-5.31,-4.78,2.0,-13.66,-19.22,0.0,,,7.24,-25.69
