signal_date,rotation_model_id,rotation_model_name,theme,stock_count,volume_expansion_3x_count,volume_expansion_1_5x_count,volume_expansion_ratio,slow_inflow_count,slow_inflow_ratio,median_volume_ratio,median_return_15d,median_return_30d,leader_1,leader_2,leader_3,diffusion_status_zh,interpretation_zh,interpretation
20260605,group_slow_inflow_rotation,族群慢速資金進入型,橡膠工業,11,1,3,0.0909,4,0.3636,1.0489,4.894,0.838,2108 南帝,2105 正新,2114 鑫永銓,慢速進場,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。
20260605,group_slow_inflow_rotation,族群慢速資金進入型,其他電子業,46,4,11,0.087,20,0.4348,0.8415,5.6101,9.5676,2461 光群雷,3043 科風,3018 隆銘綠能,慢速進場,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。
20260605,group_slow_inflow_rotation,族群慢速資金進入型,重電電網_電器電纜待細分,12,1,4,0.0833,6,0.5,1.0966,6.2266,0.6475,1611 中電,1616 億泰,1608 華榮,慢速進場,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。
20260605,group_slow_inflow_rotation,族群慢速資金進入型,食品工業,25,2,9,0.08,10,0.4,1.0212,1.2281,-2.439,3054 立萬利,7791 皇家可口,1210 大成,慢速進場,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。
20260605,group_slow_inflow_rotation,族群慢速資金進入型,電器電纜,16,1,6,0.0625,10,0.625,1.1315,9.9514,2.6508,1611 中電,1612 宏泰,1616 億泰,慢速進場,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。
20260605,group_slow_inflow_rotation,族群慢速資金進入型,電機機械,50,3,12,0.06,22,0.44,0.9157,3.9626,2.5539,1515 力山,1589 永冠-KY,1503 士電,慢速進場,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。
20260605,group_slow_inflow_rotation,族群慢速資金進入型,機器人自動化_電機機械待細分,35,2,8,0.0571,16,0.4571,1.0598,3.9801,0.8929,1515 力山,1589 永冠-KY,1504 東元,慢速進場,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。
20260605,group_slow_inflow_rotation,族群慢速資金進入型,電子通路業_待細分,19,1,6,0.0526,9,0.4737,1.2399,8.0882,14.7826,3312 弘憶股,8070 長華*,6189 豐藝,慢速進場,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。
20260605,group_slow_inflow_rotation,族群慢速資金進入型,電子通路業,21,1,6,0.0476,11,0.5238,1.2399,8.142,15.0424,3312 弘憶股,8070 長華*,6189 豐藝,慢速進場,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。
20260605,group_slow_inflow_rotation,族群慢速資金進入型,航運業,27,1,6,0.037,16,0.5926,1.0518,6.3509,1.1259,2637 慧洋-KY,2612 中航,6757 台灣虎航,慢速進場,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。
20260605,group_slow_inflow_rotation,族群慢速資金進入型,水泥工業,7,0,2,0.0,3,0.4286,1.0914,1.2448,-0.611,1108 幸福,1110 東泥,1104 環泥,慢速進場,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。
20260605,group_slow_inflow_rotation,族群慢速資金進入型,觀光餐旅,18,0,6,0.0,6,0.3333,1.2302,2.7011,0.0,2722 夏都,2731 雄獅,2712 遠雄來,慢速進場,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。,15日量能相對前段放大且族群內多檔正報酬，屬於資金緩慢進場觀察；需等個股模型觸發才能成為進場依據。
