股票代號,股票名稱,目前產業,主流/非主流,主要族群1,族群2,族群3,備註
3004,豐達科,,,,,,
3005,神基,電腦及週邊設備業,,電腦及週邊設備業,,,
3006,晶豪科,semiconductor,主流,記憶體儲存,DRAM IC,,user_authorized_seed_20260530
3008,大立光,,主流,車用電子,,,user_authorized_seed_20260530
3010,華立,電子通路業,,電子通路業,,,
3011,今皓,電子零組件業,,電子零組件業,,,
3013,晟銘電,電腦及週邊設備業,,電腦及週邊設備業,,,
3014,聯陽,半導體業,,半導體業,,,
3015,全漢,,主流,電源_BBU,,,user_authorized_seed_20260530
3016,嘉晶,半導體業,,半導體業,,,
3017,奇鋐,電腦及週邊設備業,主流,散熱液冷,,,user_authorized_seed_20260530
3018,隆銘綠能,,,,,,
3019,亞光,光電業,主流,車用電子,,,user_authorized_seed_20260530
3021,鴻名,,,,,,
3022,威強電,電腦及週邊設備業,,電腦及週邊設備業,,,
3023,信邦,電子零組件業,主流,電源_BBU,,,user_authorized_seed_20260530
3024,憶聲,光電業,,光電業,,,
3025,星通,通信網路業,,通信網路業,,,
3026,禾伸堂,,主流,被動元件,,,user_authorized_seed_20260530
3027,盛達,,,,,,
3028,增你強,電子通路業,,電子通路業,,,
3029,零壹,,,,,,
3030,德律,其他電子業,,其他電子業,,,
3031,佰鴻,光電業,,光電業,,,
3032,偉訓,,,,,,
3033,威健,electronic distributors,,semiconductor,IC distribution,,
3034,聯詠,半導體業,,半導體業,,,
3035,智原,半導體業,,半導體業,,,
3036,文曄,電子通路業,,電子通路業,,,
3037,欣興,,主流,PCB_CCL_ABF材料,車用電子,,user_authorized_seed_20260530
3038,全台,,,,,,
3040,遠見,,,,,,
3041,揚智,半導體業,,半導體業,,,
3042,晶技,電子零組件業,主流,被動元件,,,user_authorized_seed_20260530
3043,科風,其他電子業,,其他電子業,,,
3044,健鼎,電子零組件業,主流,PCB_CCL_ABF材料,車用電子,,user_authorized_seed_20260530
3045,台灣大,通信網路業,,通信網路業,,,
3046,建碁,電腦及週邊設備業,,電腦及週邊設備業,,,
3047,訊舟,通信網路業,,通信網路業,,,
3048,益登,electronic distributors,,semiconductor,IC distribution,,
3049,精金,,,,,,
3050,鈺德,,,,,,
3051,力特,光電業,,光電業,,,
3052,夆典,,,,,,
3054,立萬利,,,,,,
3055,蔚華科,電子通路業,,電子通路業,,,
3056,富華新,,,,,,
3057,喬鼎,,,,,,
3058,立德,電子零組件業,,電子零組件業,,,
3059,華晶科,光電業,,光電業,,,
3060,銘異,,,,,,
3062,建漢,通信網路業,,通信網路業,,,
3064,泰偉,,,,,,
3066,李洲,光電業,,光電業,,,
3067,全域,,,,,,
3071,協禧,,,,,,
3073,天方能源,,,,,,
3078,僑威,,,,,,
3081,聯亞,,主流,CPO光通訊,,,user_authorized_seed_20260530
3083,網龍,,,,,,
3085,新零售,,,,,,
3086,華義*,,,,,,
3088,艾訊,,,,,,
3090,日電貿,,主流,被動元件,,,user_authorized_seed_20260530
3092,鴻碩,,,,,,
3093,港建*,,,,,,
3094,聯傑,半導體業,,半導體業,,,
3095,及成,,,,,,
3105,穩懋,,主流,低軌衛星,,,user_authorized_seed_20260530
3114,好德,,,,,,
3115,富榮綱,,,,,,
3118,進階,,,,,,
3122,笙泉,,,,,,
3128,昇銳,,,,,,
3130,一零四,,,,,,
3131,弘塑,semiconductor equipment,主流,半導體設備_CoWoS,semiconductor equipment,,user_authorized_seed_20260530
3135,凌航,,,,,,
3138,耀登,通信網路業,,通信網路業,,,
3141,晶宏,,,,,,
3147,大綜,,,,,,
3149,正達,光電業,,光電業,,,
3150,鈺寶-創,,,,,,
3152,璟德,,,,,,
3158,嘉實,,,,,,
3162,精確,,,,,,
3163,波若威,,,,,,
3164,景岳,,,,,,
3167,大量,,主流,半導體設備_CoWoS,,,user_authorized_seed_20260530
3168,眾福科,,,,,,
3169,亞信,半導體業,,半導體業,,,
3171,炎洲流通,,,,,,
3176,基亞,,,,,,
3178,公準,,,,,,
3188,鑫龍騰,,,,,,
3189,景碩,,主流,PCB_CCL_ABF材料,,,user_authorized_seed_20260530
3191,雲嘉南,,,,,,
3205,佰研,,,,,,
3206,志豐,,,,,,
3207,耀勝,,,,,,
3209,全科,電子通路業,,電子通路業,,,
3211,順達,電腦及週邊設備業,主流,電源_BBU,,,user_authorized_seed_20260530
3213,茂訊,,,,,,
3217,優群,電子零組件業,,電子零組件業,,,
3218,大學光,,,,,,
3219,倚強科,,,,,,
3221,台嘉碩,,主流,被動元件,,,user_authorized_seed_20260530
3224,三顧,,,,,,
3226,龍鋒,,,,,,
3227,原相,半導體業,,半導體業,,,
3228,金麗科,,,,,,
3229,晟鈦,電子零組件業,,電子零組件業,,,
3230,錦明,,,,,,
3231,緯創,電腦及週邊設備業,主流,AI伺服器,,,user_authorized_seed_20260530
3232,昱捷,,,,,,
3234,光環,,,,,,
3236,千如,,,,,,
3252,海灣,,,,,,
3257,虹冠電,半導體業,,半導體業,,,
3259,鑫創,,,,,,
3260,威剛,,主流,記憶體儲存,,,user_authorized_seed_20260530
3264,欣銓,,,,,,
3265,台星科,,,,,,
3266,昇陽,,,,,,
3268,海德威,,,,,,
3272,東碩,,,,,,
3276,宇環,,,,,,
3284,太普高,,,,,,
3285,微端,,,,,,
3287,廣寰科,,,,,,
3288,點晶,,,,,,
3289,宜特,其他電子業,,其他電子業,,,
3290,東浦,,,,,,
3293,鈊象,,,,,,
3294,英濟,電子零組件業,,電子零組件業,,,
3296,勝德,,,,,,
3297,杭特,,,,,,
3303,岱稜,,,,,,
3305,昇貿,electronic materials,主流,other electronics,solder materials,,
3306,鼎天,,,,,,
3308,聯德,,,,,,
3310,佳穎,,,,,,
3311,閎暉,通信網路業,,通信網路業,,,
3312,弘憶股,電子通路業,,電子通路業,,,
3313,斐成,,,,,,
3317,尼克森,,,,,,
3321,同泰,電子零組件業,,電子零組件業,,,
3322,建舜電,,,,,,
3323,加百裕,,,,,,
3324,雙鴻,其他電子業,主流,散熱液冷,,,user_authorized_seed_20260530
3325,旭品,,,,,,
3332,幸康,,,,,,
3338,泰碩,電子零組件業,,電子零組件業,,,
3339,泰谷,,,,,,
3346,麗清,,,,,,
3349,寶德,,,,,,
3354,律勝,,,,,,
3356,奇偶,光電業,,光電業,,,
3357,臺慶科,electronic components,主流,passive components,inductors,,
3360,尚立,,,,,,
3362,先進光,光電業,,光電業,,,
3363,上詮,,主流,CPO光通訊,,,user_authorized_seed_20260530
3372,典範,,,,,,
3373,熱映,,,,,,
3374,精材,半導體業,,半導體業,,,
3376,新日興,電子零組件業,,電子零組件業,,,
3379,彬台,電機機械,,電機機械,,,
3380,明泰,通信網路業,,通信網路業,,,
3388,崇越電,,,,,,
3390,旭軟,電子零組件業,,電子零組件業,,,
3402,漢科,,,,,,
3406,玉晶光,光電業,主流,車用電子,,,user_authorized_seed_20260530
3413,京鼎,半導體業,,半導體業,,,
3416,融程電,,,,,,
3419,譁裕,,,,,,
3426,台興,,,,,,
3430,奇鈦科,,,,,,
3432,台端,,,,,,
3434,哲固,,,,,,
3437,榮創,,,,,,
3438,類比科,,,,,,
3441,聯一光,,,,,,
3443,創意,半導體業,,半導體業,,,
3444,利機,,,,,,
3447,展達,,,,,,
3450,聯鈞,optical communication,主流,CPO光通訊,optical components,,user_authorized_seed_20260530
3454,晶睿,,,,,,
3455,由田,,主流,機器人自動化,,,user_authorized_seed_20260530
3465,進泰電子,,,,,,
3466,德晉,,,,,,
3467,台灣精材,,,,,,
3479,安勤,,,,,,
3481,群創,optoelectronics,,consumer electronics,panel,,
3483,力致,電腦及週邊設備業,,電腦及週邊設備業,,,
3484,崧騰,,,,,,
3485,敘豐,,,,,,
3489,森寶,,,,,,
3490,單井,,,,,,
3491,昇達科,通信網路業,主流,低軌衛星,軍工無人機,,user_authorized_seed_20260530
3492,長盛,,,,,,
3494,誠研,,,,,,
3498,陽程,semiconductor equipment,主流,semiconductor equipment/materials,automation equipment,,
3499,環天科,,,,,,
3501,維熹,,,,,,
3504,揚明光,,,,,,
3508,位速,,,,,,
3511,矽瑪,,,,,,
3512,皇龍,,,,,,
3515,華擎,電腦及週邊設備業,,電腦及週邊設備業,,,
3516,亞帝歐,,,,,,
3518,柏騰,其他電子業,,其他電子業,,,
3520,華盈,,,,,,
3521,台鋼建設,,,,,,
3522,御嵿,,,,,,
3523,迎輝,,,,,,
3526,凡甲,,,,,,
3527,聚積,,,,,,
3528,安馳,電子通路業,,電子通路業,,,
3529,力旺,,,,,,
3530,晶相光,,,,,,
3531,先益,,,,,,
3532,台勝科,,,,,,
3533,嘉澤,電子零組件業,,電子零組件業,,,
3535,晶彩科,光電業,,光電業,,,
3537,堡達,,,,,,
3540,曜越,,主流,散熱液冷,,,user_authorized_seed_20260530
3541,西柏,,,,,,
3543,州巧,,,,,,
3545,敦泰,半導體業,,半導體業,,,
3546,宇峻,,,,,,
3548,兆利,,,,,,
3550,聯穎,電子零組件業,,電子零組件業,,,
3551,世禾,綠能環保,,綠能環保,,,
3552,同致,,,,,,
3555,博士旺,,,,,,
3556,禾瑞亞,,,,,,
3557,嘉威,,,,,,
3558,神準,,,,,,
3563,牧德,,,,,,
3564,其陽,,,,,,
3567,逸昌,,,,,,
3570,大塚,,,,,,
3576,聯合再生,光電業,,光電業,,,
3577,泓格,,,,,,
3580,友威科,其他電子業,,其他電子業,,,
3581,博磊,,,,,,
3583,辛耘,,主流,半導體設備_CoWoS,,,user_authorized_seed_20260530
3587,閎康,,,,,,
3588,通嘉,,,,,,
3591,艾笛森,光電業,,光電業,,,
3592,瑞鼎,半導體業,,半導體業,,,
3593,力銘,,,,,,
3594,磐儀,,,,,,
3596,智易,通信網路業,主流,低軌衛星,網通交換器,,user_authorized_seed_20260530
3597,映興,,,,,,
3605,宏致,電子零組件業,,電子零組件業,,,
3607,谷崧,,,,,,
3609,三一東林,,,,,,
3611,鼎翰,,,,,,
3615,安可,,,,,,
3617,碩天,,,,,,
3622,洋華,,,,,,
3623,富晶通,,,,,,
3624,光頡,electronic components,主流,passive components,resistors,,
3625,西勝,,,,,,
3628,盈正,,,,,,
3629,地心引力,,,,,,
3630,新鉅科,,,,,,
3631,晟楠,,,,,,
3632,研勤,,,,,,
3645,達邁,電子零組件業,,電子零組件業,,,
3646,艾恩特,,,,,,
3652,精聯,,,,,,
3653,健策,,,,,,
3661,世芯-KY,半導體業,,半導體業,,,
3663,鑫科,其他電子業,,其他電子業,,,
3664,安瑞-KY,,,,,,
3665,貿聯-KY,,主流,電源_BBU,車用電子,,user_authorized_seed_20260530
3666,光耀,,,,,,
3669,圓展,,,,,,
3672,康聯訊,,,,,,
3673,TPK-KY,光電業,,光電業,,,
3675,德微,,,,,,
3679,新至陞,,,,,,
3680,家登,半導體業,,半導體業,,,
3684,榮昌,,,,,,
3685,元創精密,,,,,,
3686,達能,,,,,,
3687,歐買尬,,,,,,
3689,湧德,電子零組件業,,電子零組件業,,,
3691,碩禾,,,,,,
3693,營邦,,,,,,
3694,海華,通信網路業,,通信網路業,,,
3701,大眾控,電腦及週邊設備業,,電腦及週邊設備業,,,
3702,大聯大,電子通路業,,電子通路業,,,
3703,欣陸,,,,,,
3704,合勤控,通信網路業,主流,網通交換器,,,user_authorized_seed_20260530
3705,永信,,,,,,
3706,神達,電腦及週邊設備業,主流,AI伺服器,,,user_authorized_seed_20260530
3707,漢磊,semiconductor,,semiconductor,foundry,,
3708,上緯投控,,,,,,
3709,鑫聯大投控,,,,,,
3710,連展投控,,,,,,
3711,日月光投控,半導體業,,半導體業,,,
3712,永崴投控,電腦及週邊設備業,,電腦及週邊設備業,,,
3713,新晶投控,,,,,,
3714,富采,光電業,,光電業,,,
3715,定穎投控,電子零組件業,,電子零組件業,,,
3716,中化控股,,,,,,
3717,聯嘉投控,汽車工業,,汽車工業,,,
4102,永日,,,,,,
4104,佳醫,,,,,,
4105,東洋,,,,,,
4106,雃博,,,,,,
4107,邦特,,,,,,
4108,懷特,,,,,,
4109,加捷生醫,,,,,,
4111,濟生,,,,,,
4113,聯上,,,,,,
4114,健喬,,,,,,
4116,明基醫,,,,,,
4119,旭富,,,,,,
4120,友華,,,,,,
4121,優盛,,,,,,
4123,晟德,,,,,,
4126,太醫,,,,,,
4127,天良,,,,,,
4128,中天,,,,,,
4129,聯合,,,,,,
4130,健亞,,,,,,
4131,浩泰,,,,,,
4133,亞諾法,,,,,,
4137,麗豐-KY,,,,,,
4138,曜亞,,,,,,
4139,馬光-KY,,,,,,
4142,國光生,生技醫療業,,生技醫療業,,,
4147,中裕,,,,,,
4148,全宇生技-KY,,,,,,
4153,鈺緯,,,,,,
4154,樂威科-KY,,,,,,
4155,訊映,,,,,,
4157,太景*-KY,,,,,,
4160,訊聯基因,,,,,,
4161,聿新科,,,,,,
4162,智擎,,,,,,
4163,鐿鈦,,,,,,
4164,承業醫,,,,,,
4166,友霖,生技醫療業,,生技醫療業,,,
4167,松瑞藥,,,,,,
4168,醣聯,,,,,,
4169,泰宗,,,,,,
4171,瑞基,,,,,,
4173,久裕,,,,,,
4174,浩鼎,,,,,,
4175,杏一,,,,,,
4178,永笙-KY,,,,,,
4183,福永生技,,,,,,
4188,安克,,,,,,
4190,佐登-KY,,,,,,
4192,杏國,,,,,,
4195,基米-創,,,,,,
4198,欣大健康,,,,,,
4205,中華食,,,,,,
4207,環泰,,,,,,
4303,信立,,,,,,
4304,勝昱,,,,,,
4305,世坤,,,,,,
4306,炎洲,塑膠工業,非主流,塑膠工業,,,
4401,東隆興,,,,,,
4402,郡都開發,,,,,,
4406,新昕纖,,,,,,
4413,飛寶企業,,,,,,
4414,如興,,,,,,
4416,三圓,,,,,,
4417,金洲,,,,,,
4419,皇家美食,,,,,,
4420,光明,,,,,,
4426,利勤,,,,,,
4430,耀億,,,,,,
4432,銘旺實,,,,,,
4433,興采,,,,,,
4438,廣越,,,,,,
4439,冠星-KY,,,,,,
4440,宜新實業,,,,,,
4441,振大環球,,,,,,
4442,竣邦-KY,,,,,,
4502,健信,,,,,,
4503,金雨,,,,,,
4506,崇友,,,,,,
4510,高鋒,電機機械,,電機機械,,,
4513,福裕,,,,,,
4523,永彰,,,,,,
4526,東台,電機機械,,電機機械,,,
4527,方土霖,,,,,,
4528,江興鍛,,,,,,
4529,淳紳,,,,,,
4530,宏易,,,,,,
4532,瑞智,電機機械,,電機機械,,,
4533,協易機,,,,,,
4534,慶騰,,,,,,
4535,至興,,,,,,
4536,拓凱,,,,,,
4538,大詠城,,,,,,
4540,全球傳動,電機機械,,電機機械,,,
4541,晟田,,,,,,
4542,科嶠,,,,,,
4543,萬在,,,,,,
4545,銘鈺,,,,,,
4549,桓達,,,,,,
4550,長佳,,,,,,
4551,智伸科,,,,,,
4552,力達-KY,,,,,,
4554,橙的,,,,,,
4555,氣立,電機機械,,電機機械,,,
4556,旭然,,,,,,
4557,永新-KY,,,,,,
4558,寶緯,,,,,,
4560,強信-KY,,,,,,
4561,健椿,,,,,,
4562,穎漢,電機機械,,電機機械,,,
4563,百德,,,,,,
4564,元翎,,,,,,
4566,時碩工業,電機機械,,電機機械,,,
4568,科際精密,,,,,,
4569,六方科-KY,,,,,,
4571,鈞興-KY,電機機械,,電機機械,,,
4572,駐龍,,主流,軍工無人機,,,user_authorized_seed_20260530
4576,大銀微系統,電機機械,主流,機器人,精密傳動,,user_confirmed_robotics_theme
4577,達航科技,,,,,,
4580,捷流閥業,,,,,,
4581,光隆精密-KY,,,,,,
4582,聚恆-創,,,,,,
4583,台灣精銳,,主流,機器人自動化,,,user_authorized_seed_20260530
4584,君帆,,,,,,
4585,達明,,,,,,
4588,玖鼎電力,,,,,,
4590,富田-創,,,,,,
4609,唐鋒,,,,,,
4702,中美實,,,,,,
4706,大恭,,,,,,
4707,磐亞,,,,,,
4711,永純,,,,,,
4714,永捷,,,,,,
4716,大立,,,,,,
4720,德淵,,,,,,
4721,美琪瑪,,,,,,
4722,國精化,,,,,,
4726,永昕,,,,,,
4728,雙美,,,,,,
4729,熒茂,光電業,,光電業,,,
4735,豪展,,,,,,
4736,泰博,,,,,,
4737,華廣,,,,,,
4739,康普,化學工業,非主流,化學工業,,,
4741,泓瀚,,,,,,
4743,合一,生技醫療業,,生技醫療業,,,
4744,皇將,,,,,,
4745,合富-KY,,,,,,
4746,台耀,,,,,,
4747,強生,,,,,,
4749,新應材,半導體業,,半導體業,,,
4754,國碳科,,,,,,
4755,三福化,,,,,,
4760,勤凱,,,,,,
4763,材料*-KY,,,,,,
4764,雙鍵,化學工業,非主流,化學工業,,,
4766,南寶,,,,,,
4767,誠泰科技,,,,,,
4768,晶呈科技,,,,,,
4770,上品,,,,,,
4771,望隼,,,,,,
4772,台特化,,,,,,
4804,大略-KY,,,,,,
4806,桂田文創,,,,,,
4807,日成-KY,貿易百貨,非主流,貿易百貨,,,
4903,聯光通,通信網路業,,通信網路業,,,
4904,遠傳,,,,,,
4905,台聯電,,,,,,
4906,正文,communications,主流,網通交換器,network equipment,,user_authorized_seed_20260530
4907,富宇,,,,,,
4908,前鼎,,主流,CPO光通訊,,,user_authorized_seed_20260530
4909,新復興,,,,,,
4911,德英,,,,,,
4912,聯德控股-KY,電子零組件業,,電子零組件業,,,
4915,致伸,電子零組件業,,電子零組件業,,,
4916,事欣科,computer peripherals,主流,低軌衛星,industrial computer,,user_authorized_seed_20260530
4919,新唐,,,,,,
4923,力士,,,,,,
4924,欣厚-KY,,,,,,
4927,泰鼎-KY,電子零組件業,,電子零組件業,,,
4930,燦星網,,,,,,
4931,新盛力,電腦及週邊設備業,主流,電源_BBU,,,user_authorized_seed_20260530
4933,友輝,,,,,,
4934,太極,光電業,,光電業,,,
4935,茂林-KY,,,,,,
4938,和碩,電腦及週邊設備業,主流,AI伺服器,,,user_authorized_seed_20260530
4939,亞電,,,,,,
4942,嘉彰,,,,,,
4943,康控-KY,,,,,,
4946,辣椒,,,,,,
4949,有成精密,光電業,,光電業,,,
4950,金耘國際,,,,,,
4951,精拓科,,,,,,
4952,凌通,半導體業,,半導體業,,,
4953,緯軟,,,,,,
4956,光鋐,光電業,,光電業,,,
4958,臻鼎-KY,,主流,PCB_CCL_ABF材料,車用電子,,user_authorized_seed_20260530
4960,誠美材,,,,,,
4961,天鈺,半導體業,,半導體業,,,
4966,譜瑞-KY,semiconductor,,semiconductor,IC design,,
4967,十銓,半導體業,,半導體業,,,
4968,立積,,,,,,
4971,IET-KY,,,,,,
4972,湯石照明,,,,,,
4973,廣穎,,,,,,
4974,亞泰,,,,,,
4976,佳凌,光電業,,光電業,,,
4977,眾達-KY,,,,,,
4979,華星光,,主流,CPO光通訊,,,user_authorized_seed_20260530
4987,科誠,,,,,,
4989,榮科,電子零組件業,,電子零組件業,,,
4991,環宇-KY,,,,,,
4994,傳奇,,,,,,
4995,晶達,,,,,,
4999,鑫禾,,,,,,
5007,三星,,,,,,
5009,榮剛,鋼鐵工業,非主流,鋼鐵工業,,,
5011,久陽,,,,,,
5013,強新,,,,,,
5014,建錩,,,,,,
5015,華祺,,,,,,
5016,松和,,,,,,
5201,凱衛,,,,,,
5202,力新,,,,,,
5203,訊連,,,,,,
5205,中茂,,,,,,
5206,坤悅,,,,,,
5209,新鼎,,,,,,
5210,寶碩,,,,,,
5211,蒙恬,,,,,,
5212,凌網,,,,,,
5213,亞昕,建材營造,非主流,建材營造,,,
5215,科嘉-KY,,,,,,
5220,萬達光電,,,,,,
5222,全訊,,,,,,
5223,安力-KY,,,,,,
5225,東科-KY,,,,,,
5227,立凱-KY,,,,,,
5228,鈺鎧,,,,,,
5230,雷笛克光學,,,,,,
5234,達興材料,,,,,,
5236,凌陽創新,,,,,,
5243,乙盛-KY,光電業,,光電業,,,
5244,弘凱,,,,,,
5245,智晶,,,,,,
5251,天鉞電,,,,,,
5258,虹堡,,,,,,
5263,智崴,,,,,,
5269,祥碩,半導體業,,半導體業,,,
5272,笙科,,,,,,
5274,信驊,,,,,,
5276,達輝-KY,,,,,,
5278,尚凡*,,,,,,
5283,禾聯碩,,,,,,
5284,jpp-KY,,,,,,
5285,界霖,,,,,,
5287,數字,,,,,,
5288,豐祥-KY,,,,,,
5289,宜鼎,,,,,,
5291,邑昇,,,,,,
5292,華懋,,,,,,
5299,杰力,,,,,,
5301,寶得利,,,,,,
5302,太欣,,,,,,
5306,桂盟,,,,,,
5309,系統電,電子零組件業,,電子零組件業,,,
5310,天剛,,,,,,
5312,寶島科,,,,,,
5314,世紀*,,,,,,
5315,光聯,,,,,,
5321,美而快,,,,,,
5324,士開,,,,,,
5328,華容,,,,,,
5340,建榮,,,,,,
5344,立衛,,,,,,
5345,馥鴻,,,,,,
5347,世界,,,,,,
5348,正能量智能,,,,,,
5351,鈺創,semiconductor,主流,memory,DRAM IC,,
5353,台林,,,,,,
5355,佳總,,,,,,
5356,協益,,,,,,
5364,力麗店,,,,,,
5371,中光電,光電業,,光電業,,,
5381,光譜,,,,,,
5386,青雲,,,,,,
5388,中磊,通信網路業,主流,網通交換器,,,user_authorized_seed_20260530
5392,能率,光電業,,光電業,,,
5398,慕康生醫,,,,,,
5403,中菲,,,,,,
5410,國眾,,,,,,
5425,台半,semiconductor,主流,power discrete/diodes,diodes,,
5426,振發,,,,,,
5432,新門,,,,,,
5434,崇越,,,,,,
5438,東友,,,,,,
5439,高技,PCB,主流,PCB/CCL,PCB,,
5443,均豪,半導體業,,半導體業,,,
5450,南良,,,,,,
5452,佶優,其他電子業,,其他電子業,,,
5455,昇益,,,,,,
5457,宣德,,,,,,
5460,同協,,,,,,
5464,霖宏,PCB,主流,PCB/CCL,PCB,,
5465,富驊,,,,,,
5468,凱鈺,,,,,,
5469,瀚宇博,電子零組件業,,電子零組件業,,,
5471,松翰,半導體業,,半導體業,,,
5474,聰泰,,主流,機器人自動化,,,user_authorized_seed_20260530
5475,德宏,,,,,,
5478,智冠,,,,,,
5481,新華,,,,,,
5483,中美晶,半導體業,,半導體業,,,
5484,慧友,光電業,,光電業,,,
5487,通泰,,,,,,
5488,松普,,,,,,
5489,彩富,,,,,,
5490,同亨,,,,,,
5493,三聯,,,,,,
5498,凱崴,電子零組件業,,電子零組件業,,,
5508,永信建,,,,,,
5511,德昌,,,,,,
5512,力麒,,,,,,
5514,三豐,,,,,,
5515,建國,建材營造,非主流,建材營造,,,
5516,雙喜,,,,,,
5519,隆大,,,,,,
5520,力泰,,,,,,
5521,工信,,,,,,
5522,遠雄,建材營造,非主流,建材營造,,,
5523,豐謙,,,,,,
5525,順天,,,,,,
5529,鉅陞,,,,,,
5530,龍巖,,,,,,
5531,鄉林,,,,,,
5533,皇鼎,,,,,,
5534,長虹,,,,,,
5536,聖暉*,,,,,,
5538,東明-KY,,,,,,
5543,桓鼎-KY,,,,,,
5546,永固-KY,,,,,,
5547,久舜,,,,,,
5548,安倉,,,,,,
5601,台聯櫃,,,,,,
5603,陸海,,,,,,
5604,中連,,,,,,
5607,遠雄港,,,,,,
5608,四維航,,,,,,
5609,中菲行,,,,,,
5701,劍湖山,,,,,,
5703,亞都,,,,,,
5704,老爺知,,,,,,
5706,鳳凰,,,,,,
5864,致和證,,,,,,
5871,中租-KY,其他,,其他,,,
5876,上海商銀,金融保險業,非主流,金融保險業,,,
5878,台名,,,,,,
5880,合庫金,金融保險業,非主流,金融保險業,,,
5902,德記,,,,,,
5903,全家,,,,,,
5904,寶雅,,,,,,
5905,南仁湖,,,,,,
5906,台南-KY,,,,,,
5907,大洋-KY,,,,,,
6005,群益證,金融保險業,非主流,金融保險業,,,
6015,宏遠證,金融業,非主流,金融業,,,
6016,康和證,,,,,,
6020,大展證,,,,,,
6021,美好證,,,,,,
6023,元大期,,,,,,
6024,群益期,,,,,,
6026,福邦證,金融業,非主流,金融業,,,
6028,公勝保經,,,,,,
6101,寬魚國際,,,,,,
6103,合邦,,,,,,
6104,創惟,半導體業,,半導體業,,,
6108,競國,電子零組件業,,電子零組件業,,,
6109,亞元,,,,,,
6111,光聚晶電,,,,,,
6112,邁達特,,,,,,
6113,亞矽,,,,,,
6114,久威,,,,,,
6115,鎰勝,,,,,,
6116,彩晶,光電業,,光電業,,,
6117,迎廣,,,,,,
6118,建達,,,,,,
6120,達運,光電業,,光電業,,,
6121,新普,,主流,電源_BBU,,,user_authorized_seed_20260530
6122,擎邦,,,,,,
6123,上奇,,,,,,
6124,業強,,,,,,
6125,廣運,光電業,,光電業,,,
6126,信音,電子零組件業,,電子零組件業,,,
6127,九豪,電子零組件業,,電子零組件業,,,
6128,上福,,,,,,
6129,普誠,,,,,,
6130,上亞科技,,,,,,
6133,金橋,電子零組件業,,電子零組件業,,,
6134,萬旭,,,,,,
6136,富爾特,,,,,,
6138,茂達,,,,,,
6139,亞翔,其他電子業,,其他電子業,,,
6140,訊達,,,,,,
6141,柏承,電子零組件業,,電子零組件業,,,
6142,友勁,,,,,,
6143,振曜,,,,,,
6144,得利影,,,,,,
6146,耕興,,,,,,
6147,頎邦,,,,,,
6148,驊宏資,,,,,,
6150,撼訊,,,,,,
6151,晉倫,,,,,,
6152,百一,通信網路業,,通信網路業,,,
6153,嘉聯益,電子零組件業,,電子零組件業,,,
6154,順發,,,,,,
6155,鈞寶,電子零組件業,,電子零組件業,,,
6156,松上,,,,,,
6158,禾昌,,,,,,
6160,欣技,,,,,,
6161,捷波,,,,,,
6163,華電網,通信網路業,,通信網路業,,,
6164,華興,,,,,,
6165,浪凡,,,,,,
6166,凌華,,主流,機器人自動化,軍工無人機,,user_authorized_seed_20260530
6167,久正,,,,,,
6168,宏齊,光電業,,光電業,,,
6169,昱泉,,,,,,
6170,統振,,,,,,
6171,大城地產,,,,,,
6173,信昌電,electronic components,主流,被動元件,ceramic powder,,user_authorized_seed_20260530
6174,安碁,,,,,,
6175,立敦,,,,,,
6176,瑞儀,光電業,,光電業,,,
6177,達麗,建材營造,非主流,建材營造,,,
6179,亞通,其他,,其他,,,
6180,橘子,,,,,,
6182,合晶,,,,,,
6183,關貿,,,,,,
6184,大豐電,,,,,,
6185,幃翔,,,,,,
6186,新潤,,,,,,
6187,萬潤,,主流,半導體設備_CoWoS,,,user_authorized_seed_20260530
6188,廣明,,,,,,
6189,豐藝,電子通路業,,電子通路業,,,
6190,萬泰科,,主流,低軌衛星,,,user_authorized_seed_20260530
6191,精成科,電子零組件業,主流,PCB_CCL_ABF材料,,,user_authorized_seed_20260530
6192,巨路,,,,,,
6194,育富,,,,,,
6195,詩肯,,,,,,
6196,帆宣,,主流,半導體設備_CoWoS,,,user_authorized_seed_20260530
6197,佳必琪,,,,,,
6198,瑞築,,,,,,
6199,天品,,,,,,
6201,亞弘電,,,,,,
6202,盛群,半導體業,,半導體業,,,
6203,海韻電,,,,,,
6204,艾華,,,,,,
6205,詮欣,,,,,,
6206,飛捷,電腦及週邊設備業,主流,電源_BBU,,,user_authorized_seed_20260530
6207,雷科,,,,,,
6208,日揚,,,,,,
6209,今國光,光電業,,光電業,,,
6210,慶生,,,,,,
6212,理銘,,,,,,
6213,聯茂,電子零組件業,主流,PCB_CCL_ABF材料,,,user_authorized_seed_20260530
6214,精誠,資訊服務業,,資訊服務業,,,
6215,和椿,其他電子業,,其他電子業,,,
6216,居易,,,,,,
6217,中探針,,,,,,
6218,豪勉,通信網路業,,通信網路業,,,
6219,富旺,,,,,,
6220,岳豐,,,,,,
6221,晉泰,,,,,,
6222,立軒,,,,,,
6223,旺矽,半導體業,主流,半導體設備_CoWoS,,,user_authorized_seed_20260530
6224,聚鼎,電子零組件業,,電子零組件業,,,
6225,天瀚,,,,,,
6226,光鼎,光電業,,光電業,,,
6227,茂綸,,,,,,
6228,全譜,,,,,,
6229,研通,,,,,,
6230,尼得科超眾,,主流,散熱液冷,,,user_authorized_seed_20260530
6231,系微,,,,,,
6233,旺玖,,,,,,
