audit_id,record_type,record_id,period,source_role,official_url,scope_evidence,taxonomy_evidence,availability_evidence,revision_evidence,raw_payload_sha256,member_count,pit_eligible,formal_model_use_allowed,audit_status,blocker
financial_statement_historical_pit_source_audit_v4,source_surface,twse_data_eshop_s21_ifrs_active_push,subscription_history_unverified,official_subscription_xbrl_payload_feed,https://eshop.twse.com.tw/zh/mops/detail/000000007af53455017af57c6e5c000c,the public product page does not publish company market industry or consolidated-individual scope fields,IFRS XBRL is named but taxonomy-version fields and transition history are not published,the public product page does not publish server received_at public_available_at delivery timestamp precision or an L01 binding,the public product page does not promise 2013Q1 history prior revisions immutable version ids or before-after payload pairs,,,False,False,candidate_official_subscription_requires_written_spec,historical_coverage_exact_availability_and_immutable_revision_lineage_unpublished
financial_statement_historical_pit_source_audit_v4,source_surface,twse_data_eshop_l01_delivery_list,subscription_history_unverified,official_subscription_delivery_manifest,https://eshop.twse.com.tw/zh/mops/detail/000000007af53455017af57a15fe0007,the public product page does not publish whether L01 identifies company period statement scope or S21 payload,the public product page does not publish taxonomy-version fields or their relationship to S20 and S21,the public product page does not publish whether L01 contains received_at public_available_at or only delivery processing metadata,the public product page does not promise revision sequence supersedes ids immutable payload hashes or historical replay,,,False,False,candidate_official_subscription_requires_written_spec,delivery_manifest_schema_and_historical_revision_binding_unpublished
financial_statement_historical_pit_source_audit_v4,source_surface,twse_data_eshop_application_process,not_applicable,official_subscription_application_process,https://eshop.twse.com.tw/zh/mops/publicStep,this page is an acquisition procedure and supplies no report scope,not_a_taxonomy_source,contact time is not financial-statement availability,the application page supplies no payload revision or retention contract,,,False,False,external_coordination_required,official_written_specification_and_sample_require_user_authorized_contact
financial_statement_historical_pit_source_audit_v4,pilot_archive,tifrs-2013Q1.zip,2013Q1,quarter_archive_pilot,https://mopsov.twse.com.tw/server-java/FileDownLoad,cr=1381;ir=149;t163sb01 labels 2330 listed and 5347 OTC while the XBRL identifier scheme itself does not distinguish markets,tifrs-ci-cr-2013-03-31.xsd;tifrs-fh-2013-03-31.xsd;tifrs-ins-ir-2013-03-31.xsd,ReviewAuditDate exists but is not filed_at and archive member time is a 2020 rebuild time; structured t57 upload-time witnesses are separate and cannot bind current XBRL facts to an initial immutable payload,one current visible instance per company scope with no prior revision payload list; the structured 2816 correction witness has no selectable before and after full-payload pair,f6974e00aec749a3486d7944871fbe299129bdfe4107f1f4453699272b266f16,1530,False,False,pilot_payload_and_scope_verified_pit_blocked,exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,pilot_archive,tifrs-2025Q1.zip,2025Q1,quarter_archive_pilot,https://mopsov.twse.com.tw/server-java/FileDownLoad,cr=1804;ir=182;t163sb01 labels 2330 listed and 5347 OTC while the XBRL identifier scheme itself does not distinguish markets,tifrs-ci-cr-2020-06-30.xsd;tifrs-fh-2020-06-30.xsd;tifrs-ins-ir-2020-06-30.xsd,ReviewAuditDate exists but is not filed_at and archive member time is a 2026 rebuild time; structured t57 upload-time witnesses are separate and cannot bind current XBRL facts to an initial immutable payload,one current visible instance per company scope; the structured 4552 EPS revision-leakage witness has no selectable before and after full-payload pair,975c3439879d92bb336476f0691cc0547108b19603d06940439963c5fba1cb11,1986,False,False,pilot_payload_and_scope_verified_pit_blocked,exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,evidence_witness,2013Q1_2330_cr_upload,2013Q1,visible_pdf_upload,https://doc.twse.com.tw/server-java/t57sb01,company_id=2330;market=sii;scope=cr;filename=201301_2330_AI1.pdf,industry_schema=ci,metric_initial_public_at=none;document_visible_upload_at=2013-05-15T14:26:07+08:00;revision_public_at=none,metric=none;initial=none;revision=none;current_visible=none;visibility=one_current_canonical_filename_no_revision_selector;requests=GET step=1;colorchg=1;co_id=2330;year=102;seamon=;mtype=A;primary_response_sha256=8521042ec753b3d2395f6afdf5c38e0e135734c031c27db67c8022c16fab33d9;corroborating_sha256s=none;current_payload_sha256=none;captured_at=2026-07-16T14:46:49+08:00,8521042ec753b3d2395f6afdf5c38e0e135734c031c27db67c8022c16fab33d9,,False,False,pdf_upload_time_only_not_xbrl_fact_or_revision_filed_at,exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,evidence_witness,2013Q1_5347_cr_upload,2013Q1,visible_pdf_upload,https://doc.twse.com.tw/server-java/t57sb01,company_id=5347;market=otc;scope=cr;filename=201301_5347_AI1.pdf,industry_schema=ci,metric_initial_public_at=none;document_visible_upload_at=2013-05-06T14:04:13+08:00;revision_public_at=none,metric=none;initial=none;revision=none;current_visible=none;visibility=one_current_canonical_filename_no_revision_selector;requests=GET step=1;colorchg=1;co_id=5347;year=102;seamon=;mtype=A;primary_response_sha256=4cd786421ee144e80e5e274fc7e895dd57b119f21b21d138c7d2306682690622;corroborating_sha256s=none;current_payload_sha256=none;captured_at=2026-07-16T14:46:49+08:00,4cd786421ee144e80e5e274fc7e895dd57b119f21b21d138c7d2306682690622,,False,False,pdf_upload_time_only_not_xbrl_fact_or_revision_filed_at,exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,evidence_witness,2013Q1_2881_cr_upload,2013Q1,visible_pdf_upload,https://doc.twse.com.tw/server-java/t57sb01,company_id=2881;market=sii;scope=cr;filename=201301_2881_AI1.pdf,industry_schema=fh,metric_initial_public_at=none;document_visible_upload_at=2013-05-30T09:46:03+08:00;revision_public_at=none,metric=none;initial=none;revision=none;current_visible=none;visibility=one_current_canonical_filename_no_revision_selector;requests=POST step=1;colorchg=1;co_id=2881;year=102;seamon=;mtype=A;check2858=Y;primary_response_sha256=e3c4b9abe341f0391a1f41afc1fbe9b853970c30875fea49a0fb9e395c0d84af;corroborating_sha256s=none;current_payload_sha256=none;captured_at=2026-07-16T14:46:49+08:00,e3c4b9abe341f0391a1f41afc1fbe9b853970c30875fea49a0fb9e395c0d84af,,False,False,pdf_upload_time_only_not_xbrl_fact_or_revision_filed_at,exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,evidence_witness,2013Q1_2816_ir_upload,2013Q1,visible_pdf_upload,https://doc.twse.com.tw/server-java/t57sb01,company_id=2816;market=sii;scope=ir;filename=201301_2816_AI2.pdf,industry_schema=ins,metric_initial_public_at=none;document_visible_upload_at=2013-04-30T14:58:52+08:00;revision_public_at=none,metric=none;initial=none;revision=none;current_visible=none;visibility=one_current_canonical_filename_no_revision_selector;requests=GET step=1;colorchg=1;co_id=2816;year=102;seamon=;mtype=A;primary_response_sha256=83fc61b4a444c132ba9e4c5ea7c7af4d1cbadcff97905bc63a1c9a9bdd2e2b74;corroborating_sha256s=none;current_payload_sha256=none;captured_at=2026-07-16T14:46:49+08:00,83fc61b4a444c132ba9e4c5ea7c7af4d1cbadcff97905bc63a1c9a9bdd2e2b74,,False,False,pdf_upload_time_only_not_xbrl_fact_or_revision_filed_at,exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,evidence_witness,2013Q1_2816_ir_revision,2013Q1,revision_nonversioned,https://mopsov.twse.com.tw/mops/web/ajax_t05st01,company_id=2816;market=sii;scope=ir;filename=201301_2816_AI2.pdf,industry_schema=ins,metric_initial_public_at=none;document_visible_upload_at=2013-04-30T14:58:52+08:00;revision_public_at=2013-05-16T18:53:38+08:00,metric=insurance_liabilities_and_special_surplus;initial=none;revision=none;current_visible=none;visibility=one_current_canonical_filename_plus_selected_correction_pages_no_before_after_payload_pair;requests=t57:GET step=1;colorchg=1;co_id=2816;year=102;seamon=;mtype=A|t05:POST step=2;TYPEK=sii;co_id=2816;year=102;spoke_date=20130516;spoke_time=185338;seq_no=1|t56:GET step=2;TYPEK=sii;CID=2816;YEAR_SEASON=201301;RID=3;DTYPE=I2;SKEY=1|t56_attachment:GET /nas/t56sa23/201301/t56sa23_2816_201301_3_1.pdf;primary_response_sha256=cdeda2e1ae85b03409a2025f58d23c06d27b5e5647e5e0cacf9bf90a793035b1;corroborating_sha256s=t57=83fc61b4a444c132ba9e4c5ea7c7af4d1cbadcff97905bc63a1c9a9bdd2e2b74;t56=eb101c71b11be2e79fccba32c22843f5b4f224bed9e9ea86ffe08f3c96af0f23;pdf=df3bd64b27dfc2bf53a75f1560a152aed7361d2ba8ee9605715ed81709470e0b;t56_attachment=899a2483f1d50277e5f4967aa45bd971b7cf373de57d672b62f9a6af467348be;current_payload_sha256=df3bd64b27dfc2bf53a75f1560a152aed7361d2ba8ee9605715ed81709470e0b;captured_at=2026-07-16T14:47:59+08:00,df3bd64b27dfc2bf53a75f1560a152aed7361d2ba8ee9605715ed81709470e0b,,False,False,visible_document_upload_precedes_correction_but_public_full_payload_versions_are_not_selectable,exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,evidence_witness,2025Q1_2330_cr_upload,2025Q1,visible_pdf_upload,https://doc.twse.com.tw/server-java/t57sb01,company_id=2330;market=sii;scope=cr;filename=202501_2330_AI1.pdf,industry_schema=ci,metric_initial_public_at=none;document_visible_upload_at=2025-05-15T13:40:15+08:00;revision_public_at=none,metric=none;initial=none;revision=none;current_visible=none;visibility=one_current_canonical_filename_no_revision_selector;requests=GET step=1;colorchg=1;co_id=2330;year=114;seamon=;mtype=A;primary_response_sha256=cfe39d9ba137ca012caf74ebddfdb30aba1f00b7d34e9141941a8649036f3878;corroborating_sha256s=none;current_payload_sha256=none;captured_at=2026-07-16T14:46:49+08:00,cfe39d9ba137ca012caf74ebddfdb30aba1f00b7d34e9141941a8649036f3878,,False,False,pdf_upload_time_only_not_xbrl_fact_or_revision_filed_at,exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,evidence_witness,2025Q1_5347_cr_upload,2025Q1,visible_pdf_upload,https://doc.twse.com.tw/server-java/t57sb01,company_id=5347;market=otc;scope=cr;filename=202501_5347_AI1.pdf,industry_schema=ci,metric_initial_public_at=none;document_visible_upload_at=2025-05-06T13:48:16+08:00;revision_public_at=none,metric=none;initial=none;revision=none;current_visible=none;visibility=one_current_canonical_filename_no_revision_selector;requests=GET step=1;colorchg=1;co_id=5347;year=114;seamon=;mtype=A;primary_response_sha256=dcd2cc6710219df67a31c34f34c91938423e17a18c31f09baa6a0bfcaa0d23cf;corroborating_sha256s=none;current_payload_sha256=none;captured_at=2026-07-16T14:46:49+08:00,dcd2cc6710219df67a31c34f34c91938423e17a18c31f09baa6a0bfcaa0d23cf,,False,False,pdf_upload_time_only_not_xbrl_fact_or_revision_filed_at,exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,evidence_witness,2025Q1_2881_cr_upload,2025Q1,visible_pdf_upload,https://doc.twse.com.tw/server-java/t57sb01,company_id=2881;market=sii;scope=cr;filename=202501_2881_AI1.pdf,industry_schema=fh,metric_initial_public_at=none;document_visible_upload_at=2025-05-29T16:03:54+08:00;revision_public_at=none,metric=none;initial=none;revision=none;current_visible=none;visibility=one_current_canonical_filename_no_revision_selector;requests=POST step=1;colorchg=1;co_id=2881;year=114;seamon=;mtype=A;check2858=Y;primary_response_sha256=4e17588aff0088db3a3ea6546b6f4d4001b61310aad4fc354ec9994ea6d18e7e;corroborating_sha256s=none;current_payload_sha256=none;captured_at=2026-07-16T14:46:49+08:00,4e17588aff0088db3a3ea6546b6f4d4001b61310aad4fc354ec9994ea6d18e7e,,False,False,pdf_upload_time_only_not_xbrl_fact_or_revision_filed_at,exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,evidence_witness,2025Q1_2816_ir_upload,2025Q1,visible_pdf_upload,https://doc.twse.com.tw/server-java/t57sb01,company_id=2816;market=sii;scope=ir;filename=202501_2816_AI2.pdf,industry_schema=ins,metric_initial_public_at=none;document_visible_upload_at=2025-05-12T12:22:03+08:00;revision_public_at=none,metric=none;initial=none;revision=none;current_visible=none;visibility=one_current_canonical_filename_no_revision_selector;requests=GET step=1;colorchg=1;co_id=2816;year=114;seamon=;mtype=A;primary_response_sha256=71ef7f2d5c6e637943e4936467b4101556738850bc96469ceb90a3bd9c15221a;corroborating_sha256s=none;current_payload_sha256=none;captured_at=2026-07-16T14:46:49+08:00,71ef7f2d5c6e637943e4936467b4101556738850bc96469ceb90a3bd9c15221a,,False,False,pdf_upload_time_only_not_xbrl_fact_or_revision_filed_at,exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,evidence_witness,2025Q1_4552_cr_revision_leakage,2025Q1,revision_leakage,https://mopsov.twse.com.tw/mops/web/ajax_t05st01,company_id=4552;market=sii;scope=cr;filename=202501_4552_AI1.pdf,industry_schema=ci,metric_initial_public_at=2025-05-13T13:59:37+08:00;document_visible_upload_at=2025-05-13T15:22:01+08:00;revision_public_at=2025-05-16T15:06:12+08:00,metric=basic_eps;initial=0.63;revision=0.65;current_visible=0.65;visibility=one_current_canonical_filename_plus_selected_correction_pages_no_before_after_payload_pair;requests=t05_initial:POST step=2;TYPEK=sii;co_id=4552;year=114;spoke_date=20250513;spoke_time=135937;seq_no=2|t05_revision:POST step=2;TYPEK=sii;co_id=4552;year=114;spoke_date=20250516;spoke_time=150612;seq_no=1|t57:GET step=1;colorchg=1;co_id=4552;year=114;seamon=;mtype=A|t56:GET step=2;TYPEK=sii;CID=4552;YEAR_SEASON=202501;RID=4;DTYPE=I1;SKEY=1|t56_attachment:GET /nas/t56sa23/202501/t56sa23_4552_202501_4_2_I1.pdf|xbrl:GET functionName=t164sb01;step=9;co_id=4552;year=2025;season=1;report_id=C;primary_response_sha256=21aab3bf2402bd1ebf4dfdaf6eb3f7aa2b6ddb19e42e5baa635aa41ba45ed16a;corroborating_sha256s=t05_revision=beed0b027b4b677f63d2c61ee713032d85adcfca0e5c70ede7bd2cca62fc07c7;t56=ec66623bbe9d3ed2975317743339acaa5a26dc1ce72976193195244a565832b0;t57=34d6b6a44dab3dc1f2b1beb27ffef5b4243c70cd62c22a9ebc404d9a2eaff91e;pdf=99a7320d1c22d35c0b88166655f6912b6da26f53869ca1f0276afaa42cd20fd4;t56_attachment=24382f38ae0fb50a6894d82495b519b69ce0174c6e5ce783f83223a70b89e325;current_payload_sha256=8d23008d8565964acf1c784102411a5e7217d86849ed239001740448c611f277;captured_at=2026-07-16T14:47:59+08:00,8d23008d8565964acf1c784102411a5e7217d86849ed239001740448c611f277,,False,False,current_visible_xbrl_value_cannot_be_assigned_to_initial_public_time,exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,evidence_witness,2026Q1_2348_cr_revision_1,2026Q1,revision_nonversioned,https://mops.twse.com.tw/mops/api/t05st01_detail,company_id=2348;market=sii;scope=cr;filename=202601_2348_AI1.pdf,industry_schema=ci,metric_initial_public_at=none;document_visible_upload_at=2026-05-15T16:02:11+08:00;revision_public_at=2026-05-25T15:59:11+08:00,metric=financial_statement_and_ixbrl_revision;initial=none;revision=none;current_visible=none;visibility=one_current_canonical_filename_plus_skey1_selected_correction_page_no_full_before_after_pair;requests=t05_list:POST JSON companyId=2348 year=115 month=5 firstDay=1 lastDay=31|t05_detail:POST JSON enterDate=1150525 serialNumber=1 companyId=2348 marketKind=sii|t56:GET CID=2348 YEAR_SEASON=202601 RID=4 DTYPE=I1 SKEY=1|t56_attachment:GET /nas/t56sa23/202601/t56sa23_2348_202601_4_1_I1.pdf;primary_response_sha256=1df555073fa7fcd00322e4c7c9d727708a7785346d0554b3b4b7b3f289db0f02;corroborating_sha256s=t05_list=0dbb39dd202f85c5ac07297e74b4abcdd6f0898870538622e77afe5f7c50b94e;t56=b7409343461930b00d4ce1084e3eb398c66ea25fcd74cce2b079c9c96b0b0d47;t56_attachment=a1ab34ca2649193ebde5c717657fd0d471ef299525fe089a283ca9c9737822ca;current_payload_sha256=none;captured_at=2026-07-17T03:49:50+08:00,1df555073fa7fcd00322e4c7c9d727708a7785346d0554b3b4b7b3f289db0f02,,False,False,revision_announcement_has_exact_time_and_reupload_text_but_no_official_xbrl_revision_payload_pair,exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,evidence_witness,2026Q1_2348_cr_revision_2,2026Q1,revision_nonversioned,https://mops.twse.com.tw/mops/api/t05st01_detail,company_id=2348;market=sii;scope=cr;filename=202601_2348_AI1.pdf,industry_schema=ci,metric_initial_public_at=none;document_visible_upload_at=2026-05-15T16:02:11+08:00;revision_public_at=2026-06-03T15:38:46+08:00,metric=financial_statement_and_ixbrl_revision;initial=none;revision=none;current_visible=none;visibility=one_current_canonical_filename_plus_skey2_selected_correction_pages_no_full_before_after_pair;requests=t05_list:POST JSON companyId=2348 year=115 month=6 firstDay=1 lastDay=30|t05_detail:POST JSON enterDate=1150603 serialNumber=2 companyId=2348 marketKind=sii|t56:GET CID=2348 YEAR_SEASON=202601 RID=4 DTYPE=I1 SKEY=2|t56_attachment:GET /nas/t56sa23/202601/t56sa23_2348_202601_4_2_I1.pdf;primary_response_sha256=c0890a8ce48fe442c7b9a5d730e922512e5fc7443c318eb372a6ea57536ddcd7;corroborating_sha256s=t05_list=908fd10b49709f985bbd287de9ef605a38a2fb93b8243183d653c0f415ca150f;t56=8bca6f829d136a5455697c47a85449ff8cff2db527c1cd86b4dfce708029974c;t56_attachment=0ffcb2b64dd452aea6d3a20119a2e03a45ad76fbb38e9ba1fc1de9fd5548067e;current_payload_sha256=none;captured_at=2026-07-17T03:49:51+08:00,c0890a8ce48fe442c7b9a5d730e922512e5fc7443c318eb372a6ea57536ddcd7,,False,False,second_revision_announcement_has_exact_time_and_reupload_text_but_no_official_xbrl_revision_payload_pair,exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,evidence_witness,2026Q1_2348_cr_current_snapshot_after_two_revisions,2026Q1,current_snapshot_after_two_revisions,https://mopsov.twse.com.tw/server-java/FileDownLoad,company_id=2348;market=sii;scope=cr;filename=202601_2348_AI1.pdf,industry_schema=ci,metric_initial_public_at=none;document_visible_upload_at=2026-05-15T16:02:11+08:00;revision_public_at=2026-06-03T15:38:46+08:00,metric=none;initial=none;revision=none;current_visible=none;visibility=one_current_bulk_member_equals_direct_payload_after_two_revisions_no_prior_version_selector;requests=t163:POST JSON companyId=2348 dataType=2 subsidiaryCompanyId=<empty> year=115 season=1|t57:GET co_id=2348 year=115|xbrl:GET functionName=t164sb01 step=9 co_id=2348 year=2026 season=1 report_id=C|bulk:GET tifrs-2026Q1.zip;primary_response_sha256=dacb680b6ef561f7e54d77a526d29d6033935d0573864ad5bf1961e5c9c13fb7;corroborating_sha256s=t57=3104c04f8010c23025ada1a1a7ec52aa7bf6ef3f2e78d3d4eb6422eb1f0cb270;bulk=6d1423056561dfcff07b7f720c0f1d4416fce3f0b11bcd47c254ed88557d0e10;current_payload_sha256=b2e2852b47d751bfe352925c75882d016124ed6a5bff6fd4d6964b4741efd534;captured_at=2026-07-17T03:49:55+08:00,b2e2852b47d751bfe352925c75882d016124ed6a5bff6fd4d6964b4741efd534,,False,False,bulk_and_direct_are_identical_current_snapshot_bytes_after_two_revisions_not_version_history,exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,evidence_witness,2026Q1_twse_openapi_L_ci_snapshot,2026Q1,current_snapshot_only,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,company_id=all_listed;market=sii;scope=cr_current_snapshot;filename=t187ap06_L_ci,industry_schema=ci,metric_initial_public_at=none;document_visible_upload_at=none;revision_public_at=none,metric=none;initial=none;revision=none;current_visible=none;visibility=one_current_dataset_snapshot_no_company_filed_at_or_revision_selector;requests=GET /v1/opendata/t187ap06_L_ci|GET /v1/swagger.json;primary_response_sha256=31c1e47fd73e5c3597638d0f596e900bee09b41bc96c54c6eea6a2b95f0eef52;corroborating_sha256s=swagger=2c2cecccb7a220ac9e263228a7659aa49b1ada5aea397650e601ad3dfcc48043;current_payload_sha256=none;captured_at=2026-07-17T03:42:48+08:00,31c1e47fd73e5c3597638d0f596e900bee09b41bc96c54c6eea6a2b95f0eef52,,False,False,dataset_output_date_is_not_company_fact_availability_or_revision_lineage,exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,bulk_xbrl_2013Q1,2013Q1,bulk_xbrl_archive,https://mopsov.twse.com.tw/server-java/FileDownLoad,related_record_ids=tifrs-2013Q1.zip;external_archive_relative_path=20260716070337_bulk_xbrl_2013Q1_f6974e00aec749a3.zip,source_id=mops_xbrl_bulk_download,captured_at=2026-07-16T07:03:37+08:00;official_public_at=none;availability_precision=not_a_company_availability_timestamp;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://f6974e00aec749a3486d7944871fbe299129bdfe4107f1f4453699272b266f16;raw_byte_count=39743902,request=GET step=9;functionName=show_file2;fileName=tifrs-2013Q1.zip;filePath=/ifrs/2013/;archive_status=external_content_addressed_archive_verified;notes=Archive rebuild time is not company filed_at and current payload is not revision history.,f6974e00aec749a3486d7944871fbe299129bdfe4107f1f4453699272b266f16,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,bulk_xbrl_2025Q1,2025Q1,bulk_xbrl_archive,https://mopsov.twse.com.tw/server-java/FileDownLoad,related_record_ids=tifrs-2025Q1.zip;external_archive_relative_path=20260716070449_bulk_xbrl_2025Q1_975c3439879d92bb.zip,source_id=mops_xbrl_bulk_download,captured_at=2026-07-16T07:04:49+08:00;official_public_at=none;availability_precision=not_a_company_availability_timestamp;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://975c3439879d92bb336476f0691cc0547108b19603d06940439963c5fba1cb11;raw_byte_count=79393507,request=GET step=9;functionName=show_file2;fileName=tifrs-2025Q1.zip;filePath=/ifrs/2025/;archive_status=external_content_addressed_archive_verified;notes=Archive rebuild time is not company filed_at and current payload is not revision history.,975c3439879d92bb336476f0691cc0547108b19603d06940439963c5fba1cb11,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
