migration_id,changed_data_families,previous_contract_sha256s,new_contract_sha256s,affected_models,validation_commands,user_approval_reference,migration_status,notes
historical_financial_statement_pit_evidence_retention_20260716,financial_statement_historical_pit_source_audit,8da21eb04ed9fce3ffe4c8f1338e78db0736a5e1bee75b35d5eee11ad933f260,c24fb7342cfdf7e628e049d9d465f5d0b59373607d4448bab1ac9a2227e98d13,all_models,python scripts/validate_financial_statement_historical_pit_source_audit.py;python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_background_data_registry.py,user_requested_historical_financial_statement_pit_source_audit_continuation_20260716,validated_user_approved_migration,User requested continuation through the next blocking decision. The structured t05 t56 t57 PDF and XBRL witnesses prove exact times only for their own surfaces. A 20-payload external content-addressed archive manifest retains every pilot witness and official-guidance payload while preserving pit_eligible=False formal_model_use_allowed=False and no model PDF packet gate score ranking or promotion use.
historical_financial_statement_pit_official_acquisition_v3_20260717,financial_statement_historical_pit_source_audit,c24fb7342cfdf7e628e049d9d465f5d0b59373607d4448bab1ac9a2227e98d13,04170be9ddccd8b40ae0816ff11d3b8428c8568d80ab4e3385683d6d72d056c8,all_models,python scripts/validate_financial_statement_historical_pit_source_audit.py;python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_background_data_registry.py;python scripts/validate_revenue_unreacted_range_financial_statement_fail_closed.py,user_requested_historical_financial_statement_official_source_acquisition_continuation_20260717,validated_user_approved_migration,User requested continued official-source acquisition. Audit v3 retains 36 content-addressed payloads including OpenAPI current snapshot four selected-page correction attachments and a 2348 two-revision sequence whose t05 announcements are exact to the second while bulk and direct still expose one identical current XBRL payload. Exact company XBRL filed_at complete before and after payload lineage and an official t05 to t56 common revision key remain unavailable so pit_eligible=False and formal_model_use_allowed=False.
revenue_position_shape_three_anchor_matrix_20260717,revenue_unreacted_range_position_shape_transition_matrix,NEW,5c41b1f6314159a580ed1bb54811ba96e8c5193235367d4d8d512314077e37ac,revenue_unreacted_range,python scripts/validate_revenue_unreacted_range_position_shape_transition_matrix.py;python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_background_data_registry.py;python scripts/validate_revenue_unreacted_range_financial_statement_fail_closed.py,user_requested_revenue_position_shape_three_anchor_matrix_20260717,validated_user_approved_migration,User requested the exact adopted 955-operation revenue model baseline to be compared across revenue availability pre-breakout week close and formal confirmation close using 120-prior-session adjusted position and four model-owned shapes. All-sample state comparison remains separate from source-before-preweek chronological transition evidence; unresolved candidates remain in Primary and no financial-statement production PDF readiness or promotion semantics are added.
warrant_flow_volume_negative_projection_guard_20260717,official_warrant_flow_current_snapshot,NEW,96dc1229637d51e0f026607e88de325033e972b458c0f2aba2de7b6124841f1b,volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,python scripts/validate_daily_warrant_formal_sync_scope.py;python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_background_data_registry.py;python -m pytest tests/test_daily_candidate_model_layer.py tests/test_daily_warrant_formal_sync_scope.py,user_requested_warrant_flow_formal_sync_completion_20260717,validated_user_approved_migration,User requested completion of the formal warrant sync. The current official warrant artifact may only provide an absence proof outside all_candidates and cannot add a positive signal score bonus rank gate PDF metric or promotion evidence.
historical_financial_statement_pit_revision_guard_and_data_eshop_v4_20260717,financial_statement_point_in_time_history;financial_statement_source_manifest;financial_statement_pit_coverage_audit;financial_statement_historical_pit_source_audit,ddc0c0a54d0374f8622fb3dbe51a88ca1aa841d2955ca5f1432e81aec9e08f63;8cccd88ec43a1b8d51577e3776e866881c661e9811746da4e4a5c142af5529f0;35fc38ac95271dee3ad7aa3fa7671f52dfbdfd4ff26646e43f4bc62a4c2d8aae;04170be9ddccd8b40ae0816ff11d3b8428c8568d80ab4e3385683d6d72d056c8,3392f0a30f9612638a3950d3767211662728c2c55179d1490dff58d22e71e72b;4df321fd776c4a1fc4dca350ec2ae16538a101af3e3132328840a961c70f013a;a4357224e45bcab9e0c14b2bb8e5b83c231e426db21e1dbe97506c06859c931d;975dccb3546cea31bb05f28c3ccd5b5ecf1015898e84abff99b603c784e2bfcb,all_models,python scripts/validate_financial_statement_pit.py;python scripts/validate_financial_statement_historical_pit_source_audit.py;python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_background_data_registry.py;python scripts/validate_revenue_unreacted_range_financial_statement_fail_closed.py,user_requested_historical_financial_statement_official_source_continuation_20260717,validated_user_approved_migration,User requested continuation of official historical financial-statement source acquisition. The migration strengthens all three PIT producer-output contracts so exact filed_at generic proof files URLs byte counts or SHA pins cannot enable historical research eligibility without an approved source-specific official evidence parser and complete multi-revision normalization and adds three content-addressed Data E-Shop pages for S21 L01 and the application process. Current snapshots remain manifest v1; public pages still do not prove 2013Q1 retention complete revision payload lineage or exact XBRL availability and all formal-use flags remain false.
volume_v2_formal_lineage_hardening_20260718,official_warrant_flow_current_snapshot,96dc1229637d51e0f026607e88de325033e972b458c0f2aba2de7b6124841f1b,75872e9619017808259ebb41f72655b795ce4154ba128260f4a239ccd5f8b691,volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,python scripts/validate_daily_warrant_formal_sync_scope.py;python scripts/validate_daily_canonical_field_lineage.py;python scripts/validate_volume_attack_theme_layer.py;python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_background_data_registry.py;python -m pytest tests/test_volume_breakout_watch.py tests/test_daily_canonical_field_lineage.py tests/test_daily_warrant_formal_sync_scope.py,user_requested_formal_lineage_hardening_20260718,validated_user_approved_migration,The advisory theme layer may directly read the current official artifact only to enforce exact all_candidates projection parity. Positive warrant values still originate from all_candidates and the direct artifact cannot change formal model score rank gate PDF or promotion evidence.
canonical_tdcc_full_history_consumer_20260719,daily_model_signal_background_feature_panel,3c405af56f0e056f542c7f47fab7d89db25242037b7d1de8bb5887f95eb82c27,ac32d241d118ab1121bffa97f0f3b4b821f0403fe4fbbf53d6624cd4f641cff9,all_models,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_background_data_registry.py;python scripts/validate_research_tdcc_dataset_consumers.py,user_requested_canonical_tdcc_research_consumer_20260719,validated_user_approved_migration,Replace the research background panel secondary TDCC stock-history source with manifest-declared canonical full history; preserve read-only objective feature ownership and advisory-only use.
daily_snapshot_append_only_revision_contract_20260720,daily_model_signal_snapshots;daily_all_candidates_snapshots;daily_model_snapshot_revision_manifest,93adf9f60cdbd52b34ddf08d7294f5391af5895b9f80116c4a3259a0dcf308e9;6f5b7c13d4f6b4478f4ec843066690627c3034abc46cdc5a61e0238ca25226d7;NEW,78bceca0e4bb643a5d56f86971c488350b44618a3b4c30b30f4c05b0b011f9c7;43159083c5c2173a45d60a6bb3e7cb892df11073cafb4b55c1b3d8ddb4fde1d8;affa7abf285f61ed8ddca94f47068b81404940e010b595cb7f71405a84534cb5,all_models,python scripts/validate_daily_published_model_snapshots.py;python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_background_data_registry.py;python -m pytest tests/test_daily_published_model_snapshots.py tests/test_backfill_historical_all_candidates_snapshots.py tests/test_daily_published_snapshot_ranking_backtest.py,user_selected_option_1_daily_snapshot_revision_lineage_20260720,validated_user_approved_migration,Replace same-date snapshot overwrite semantics with append-only content-addressed revisions and an explicit manifest chain. Legacy date-only paths remain immutable migration baselines; folded pre-contract revisions stay fail closed unless Git history and the contemporaneous manifest prove their exact paired lineage.
revenue_low_mid_falling_candidate_audit_20260720,revenue_unreacted_range_low_mid_falling_candidate_audit,NEW,45ccdded177fa9425bf0d6f2f092f55662734026e7a3dd6a9353c2f9b785ceaa,revenue_unreacted_range,python scripts/validate_revenue_unreacted_range_low_mid_falling_candidate_audit.py;python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_background_data_registry.py;python scripts/validate_revenue_unreacted_range_financial_statement_fail_closed.py,user_requested_revenue_low_mid_falling_research_candidates_20260720,validated_user_approved_migration,User requested execution of the pre-registered low-position falling mid-position falling and non-duplicating union candidates under trigger-as-of monthly revenue lineage D1 versus continuation-confirmed D2 next-open entry D30 close no-stop same-stock non-overlap Primary candidate retention and episode-first sensitivity. The artifacts remain research-only pending out-of-sample validation and separate promotion approval.
revenue_monthly_cross_market_lineage_resolution_20260720,revenue_unreacted_range_revenue_condition_matrix;revenue_unreacted_range_operation_candidate_matrix;revenue_unreacted_range_feature_contrast_audit;revenue_unreacted_range_close_confirmation_timing_audit;revenue_unreacted_range_fixed_confirmation_feature_contrast_audit;revenue_unreacted_range_extreme_return_path_audit;revenue_unreacted_range_lag_strength_matrix;revenue_unreacted_range_launch_timing_feature_audit;revenue_unreacted_range_source_first_condition_audit;revenue_unreacted_range_forward_confirmation_feature_audit;revenue_unreacted_range_rearmed_operation_grid;revenue_unreacted_range_operation_lag_bucket_audit;revenue_unreacted_range_position_shape_transition_matrix;revenue_unreacted_range_low_mid_falling_candidate_audit,ed8750ab708a521c25dd7fa63ae57575888741f74f3fe1ec5c2915543b6f4cd0;2916eeb6a8b13d73505068aafdea9f85b9d38595529af2866bff65036152419f;289aab7764939a9eab80a8427d870ce94e7350f87927bd33f1840df26dd897ce;c99b6fb2080896b4cbb432ad6d0e2468bdcd9148c638a469563e545a1c1c2ed4;cf59df65d092aa900528b0f11a5440a4917386ed77f4fcbae1bcf3850a4a285e;8b52d4659d3212236328ecb1b2decb582fb6a063bdc598bf98d4bfae79c55719;c42e820afc93e6f467de7103f70b19faae344dcb40e96048ab11318fe75a54df;7fae8b6102f7cac5715ef3845ee6345788bee7d57188c9eff5d754219a632145;ed1c90dfeba7846f6078c01a116967b2cc42e695d37471c6892402b9e7acb044;995625483248e76a27316420e8de07491158a83f25c3fc443c4f76bb72490dd5;1b3915bf2f82c119820a1ae7b545ed74c91dd83fc24c00a0f5f49481206b1189;c204e9e4fe2dfd55da9331272f3084654e9323f025c10950a0cfe92e567af693;5c41b1f6314159a580ed1bb54811ba96e8c5193235367d4d8d512314077e37ac;45ccdded177fa9425bf0d6f2f092f55662734026e7a3dd6a9353c2f9b785ceaa,d00447260585f63c729ecd06d984408284393ac5c2de1a136cabe0d8e35f7346;fab505e8a651241996203a6aea2dd54de2ab4cd469fec1f6cdbf270967eea630;d56a182fb8798d8924aa1d99c3399abd37d8c3505469744dadc19a86349075b3;66c8e65e36e46deaf69a5827a11e638680044aaf1f578b8ab63f8dfc31e09acc;300064197a3b83510f7f16e9f675a4da2ed4846f9184d49088e54e48a56e5576;9de8bfd31d9cea1395ac4ace08504f2353a8c6c3ec2ac53333244020143899e0;93a83bd64ba0f7b4a8595ba5683a9cb38e9e35011e3cd6f0bbc514068efa9766;a3facf77c3ca4831cd2c9fe47246e84c601f96fcd326b0cf4f2bdacfef9df305;fca68c6a1eab47d9fca82720981f08afe496f473a9602efd641337adb95acd94;1a350c64189bdf6ead59dc0d2494f6d07df7f1f18f685de6c41220e8cac43d2c;de1c5ff2386087bd64775e4ba01f9fc953be23253828ccd064619b422ddb2449;8720f64feb216362755d9c3a4f503e9233d1ce5a06d04de1a3c1580c7a36863b;c5598b7f0a8c988667f8c635d609a86c4d7f339608c02f2a7a25c1167e278d65;b92495db71a2fd4534e80ba1c77c5c2d1a1d50effd934e2e188c24804a8d4bd3,revenue_unreacted_range,python scripts/validate_revenue_unreacted_range_monthly_revenue_cross_market_resolution.py;python scripts/validate_daily_model_revenue_condition_matrix.py;python scripts/validate_revenue_unreacted_range_operation_candidate_matrix.py;python scripts/validate_revenue_unreacted_range_feature_contrast_audit.py;python scripts/validate_revenue_unreacted_range_close_confirmation_timing_audit.py;python scripts/validate_revenue_unreacted_range_fixed_confirmation_feature_contrast.py;python scripts/validate_revenue_unreacted_range_extreme_return_path_audit.py;python scripts/validate_revenue_unreacted_range_lag_strength_matrix.py;python scripts/validate_revenue_unreacted_range_launch_timing_feature_audit.py;python scripts/validate_revenue_unreacted_range_source_first_condition_audit.py;python scripts/validate_revenue_unreacted_range_forward_confirmation_feature_audit.py;python scripts/validate_revenue_unreacted_range_rearmed_operation_grid.py;python scripts/validate_revenue_unreacted_range_operation_lag_bucket_audit.py;python scripts/validate_revenue_unreacted_range_position_shape_transition_matrix.py;python scripts/validate_revenue_unreacted_range_low_mid_falling_candidate_audit.py;python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_background_data_registry.py,user_requested_revenue_low_mid_falling_research_candidates_20260720,validated_user_approved_migration,Keep raw monthly history at market plus stock plus revenue-period grain. All fourteen revenue_unreacted_range model-owned research consumer families use one canonical monthly view where only registered exact-lineage equal-payload cross-market mirrors canonicalize to the earliest official source-table availability; unregistered same-market conflicting-payload and all other stock-period collisions fail closed. No threshold entry exit ranking formal model PDF or cross-model semantic changes.
revenue_source_snapshot_projection_20260731,revenue_unreacted_range_source_snapshot_projection;revenue_unreacted_range_rearmed_operation_grid;revenue_unreacted_range_operation_lag_bucket_audit;revenue_unreacted_range_low_mid_falling_candidate_audit,NEW;de1c5ff2386087bd64775e4ba01f9fc953be23253828ccd064619b422ddb2449;8720f64feb216362755d9c3a4f503e9233d1ce5a06d04de1a3c1580c7a36863b;b92495db71a2fd4534e80ba1c77c5c2d1a1d50effd934e2e188c24804a8d4bd3,d941b53613e393cc016e4f7b777787b0e9118e6e9d30aa4e00e5a04f959daa79;2d528012095f626e20b67f33ca7df5d357a245874ccbe148769e4a37bf6b611b;3038067e652157e31c76a8a4b9254e1184fe1309de87b78ba94b44ed02595d06;4aff77863a07ba5fe7c574731ea84ac778b85daffbbfe7123d38cccd4cc61432,revenue_unreacted_range,python scripts/validate_revenue_unreacted_range_source_snapshot_projection.py;python scripts/validate_revenue_unreacted_range_rearmed_operation_grid.py;python scripts/validate_revenue_unreacted_range_operation_lag_bucket_audit.py;python scripts/validate_revenue_unreacted_range_low_mid_falling_candidate_audit.py;python scripts/validate_revenue_unreacted_range_position_shape_transition_matrix.py;python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_background_data_registry.py;python scripts/validate_revenue_unreacted_range_financial_statement_fail_closed.py,user_authorized_20260713_source_snapshot_projection_and_955_baseline_20260731,validated_user_approved_migration,Adds a model-owned raw-first 20260713 source snapshot projection and requires its manifest plus detail for the cutoff-pinned rearmed lag and low-mid research chain. The adopted mature operation baseline remains 955 without extending the cutoff. Monthly revenue remains separate from quarterly and annual financial statements and no formal signal ranking PDF or promotion semantics change.
revenue_forward_confirmation_source_snapshot_projection_20260731,revenue_unreacted_range_forward_confirmation_feature_audit,1a350c64189bdf6ead59dc0d2494f6d07df7f1f18f685de6c41220e8cac43d2c,ad1bbe3e1f76d8680857b7c40d588915582da39e398e39cefcefcbb77da4b637,revenue_unreacted_range,python scripts/validate_revenue_unreacted_range_source_snapshot_projection.py;python scripts/validate_revenue_unreacted_range_forward_confirmation_feature_audit.py;python scripts/validate_revenue_unreacted_range_rearmed_operation_grid.py;python scripts/validate_revenue_unreacted_range_operation_lag_bucket_audit.py;python scripts/validate_revenue_unreacted_range_position_shape_transition_matrix.py;python scripts/validate_revenue_unreacted_range_low_mid_falling_candidate_audit.py;python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_background_data_registry.py,user_authorized_20260713_source_snapshot_projection_and_955_baseline_20260731,validated_user_approved_migration,Migrates the forward confirmation family from mutable current source-first episodes to the exact 20260713 source snapshot projection manifest and detail. Current source-first fallback and post-cutoff episodes are forbidden. The forward rule definitions remain research-only and the adopted 955-operation downstream baseline remains unchanged without extending the cutoff.
