source_file,semantic_item,semantic_class,consumer_models,canonical_ast_sha256,change_policy,last_migration_id,approval_reference,required_validation_commands,notes
scripts/build_daily_candidate_model_layer.py,function:bottom_volume_attack_locked_limit_up,contained_legacy_cross_model_semantic,revenue_unreacted_range;tdcc_stealth_accumulation;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,6406ca306f60091f4f7c7a4c2011ca6782651c06680ff5bdd77b4ecb032d3509,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:bottom_volume_attack_normal_volume,contained_legacy_cross_model_semantic,revenue_unreacted_range;tdcc_stealth_accumulation,8286f04c5270ae533bce73239ee251bf525bc27d06f64bcc7504de7784c261ce,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:category,shared_technical,volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack;w_bottom_right_side,0bb03e1fc5f6252e6a2f7850348f126fbb13f88b48416bf293ce0d56aa54b0fa,registered_technical_migration_required,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:clamp,shared_technical,tdcc_short_term_continuation_d5_d10;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,7ae64c38f8ee125d2aa6c6da64781a9fd3c655f0e679b62c4fad9a9fb2cb7392,registered_technical_migration_required,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:close_above_open,contained_legacy_cross_model_semantic,neckline_volume_breakout_confirmation;price_pullback_23ema;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,68d2945453f5cf983e4a388902588378996bca0367fd38031148b9ba0408b994,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:close_position_in_day_range,contained_legacy_cross_model_semantic,neckline_volume_breakout_confirmation;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,6d82afb56e267709622a462ff30dc06319bf8ea9ffb039c03c29f5f764cf0556,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:close_price,contained_legacy_cross_model_semantic,hot_theme_pullback;neckline_volume_breakout_confirmation;price_pullback_23ema;pullback_short_reclaim;revenue_unreacted_range;tdcc_stealth_accumulation;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,183cf91cb647979deda6c9ae86f243705585c32e58cd6b51fe570537fd7c96f2,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:context_num,contained_model_family_semantic,neckline_volume_breakout_confirmation;w_bottom_right_side,e631f3cb76e9d96a7e09f36fc7753a737499e8341a5a405c60f7be9c9c2b6600,family_semantic_user_approved_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:daily_signal_return_pct,contained_legacy_cross_model_semantic,neckline_volume_breakout_confirmation;revenue_unreacted_range;tdcc_stealth_accumulation;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,335e11ad033f4efbdf0b1f31908d6c81e6c00ba57f0b92e39e82fcdbb160d2fd,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:detected_w_bottom_context,contained_model_family_semantic,neckline_volume_breakout_confirmation;w_bottom_right_side,0e12c779ba8e4b845f4d0a2380472389bd7d17cb6115d7fe77cefda410568613,family_semantic_user_approved_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:dual_report_membership_flag_value,contained_legacy_cross_model_semantic,tdcc_short_term_continuation_d5_d10;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,35803b49214f60e37f5a3f3c70e75e2e914ef0c0c8cb60d52cc9a766be6810c4,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:effective_mainstream_label,contained_legacy_cross_model_semantic,tdcc_short_term_continuation_d5_d10;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,069d3c071d81952a475e7ec70dbbaaa4ac2bd4da5e2d9e48b3b47a78c68b2954,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:effective_structural_theme_bucket,contained_legacy_cross_model_semantic,tdcc_short_term_continuation_d5_d10;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,fec1218fe8cb6b10542d46bdf99e9ed76a1bfbed360db962efa3baf05ba89424,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:ema23_slope_proxy_up,contained_legacy_cross_model_semantic,hot_theme_pullback;price_pullback_23ema;pullback_short_reclaim,29f550bdc56995f7c79a46c8662ae14a1e93f6b1069df034d98a3919f9faed00,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:external_report_bucket,contained_model_family_semantic,volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,29ac5141ecbe91d3eb8670d2697c3d88e3a861e690a2d03c28f6e5c9c7b79574,family_semantic_user_approved_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:flag,shared_technical,hot_theme_pullback;neckline_volume_breakout_confirmation;price_pullback_23ema;pullback_short_reclaim;revenue_unreacted_range;tdcc_stealth_accumulation;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack;w_bottom_right_side,497b4fae3386c5effd4220fb681a5e1eafdc32c435328ee3242844e4754e7d37,registered_technical_migration_required,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:in_recent_range,contained_legacy_cross_model_semantic,revenue_unreacted_range;tdcc_stealth_accumulation,c03056ebe5436811f5f1742bdc7964c28ce05bc598a0471893dad00fbc6569c0,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:load_volume_price_history,shared_technical,volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,2551fa3e26d7df16ca0353963f0deaf5f0808dabe61800465f54474c2cd80516,registered_technical_migration_required,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:mainstream_report_eligible_value,contained_legacy_cross_model_semantic,tdcc_short_term_continuation_d5_d10;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,6ac0577f92947701041cc3d1c84e4ff8283382cb229d69594a9dc7fecbf9b54d,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:near_ema23_or_support,contained_legacy_cross_model_semantic,hot_theme_pullback;price_pullback_23ema,f9b4f1b808da5040d09cddf87b1b2306dd76fb12b0b55b15c30344544e74f61a,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:non_mainstream_report_eligible_value,contained_legacy_cross_model_semantic,tdcc_short_term_continuation_d5_d10;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,4683355b87a42008e15fff925ad65d6e1ce9f392b081f45eb7625113a28456e0,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:num,shared_technical,hot_theme_pullback;neckline_volume_breakout_confirmation;price_pullback_23ema;pullback_short_reclaim;revenue_unreacted_range;tdcc_short_term_continuation_d5_d10;tdcc_stealth_accumulation;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack;w_bottom_right_side,faeb6b8d523565c3e2a61cd02eb7d890ce54ae9549767f71928ff106a5a5b559,registered_technical_migration_required,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:previous_20d_high_ex_today,contained_legacy_cross_model_semantic,revenue_unreacted_range;tdcc_stealth_accumulation;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,c3afa874a93e8a7d849e67fc8eab0d08917459177c389d2f1bfcbad47f06d7f2,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:previous_close_price,contained_legacy_cross_model_semantic,neckline_volume_breakout_confirmation;price_pullback_23ema;revenue_unreacted_range;tdcc_stealth_accumulation;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,634454d3d28e4d461f4f82c6eba67758cb99bce44f768896472606ad320f064f,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:price_history_for_stock,shared_technical,neckline_volume_breakout_confirmation;w_bottom_right_side,8164b937f7da4207c87cc16a1b2a9f566d10db48a6a2106ece2d6c64a8722f31,registered_technical_migration_required,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:primary_theme,contained_legacy_cross_model_semantic,tdcc_short_term_continuation_d5_d10;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,8e6de27608f8cbe032c19d79eeb67444b5ec9afbe84ece223ef8808b0a803507,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:red_solid_candle,contained_legacy_cross_model_semantic,neckline_volume_breakout_confirmation;price_pullback_23ema;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,df095ef227919345b42dedaebcd490bb0fbd278fe77cc8c08e67472855613083,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:report_buckets,contained_legacy_cross_model_semantic,tdcc_short_term_continuation_d5_d10;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,fba71a4d0708023107e8cb03e6228956fb7eed9d388535053e3e562f9ecc9e89,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
scripts/build_daily_candidate_model_layer.py,function:report_line_memberships_value,contained_legacy_cross_model_semantic,tdcc_short_term_continuation_d5_d10;volume_range_breakout_v2_high_position_volume_attack;volume_range_breakout_v2_low_position_volume_attack;volume_range_breakout_v2_mid_position_momentum_attack,2d95ed6e6c381d823f9c46bfb00323b2e38162b8a9135b0e646208415f7b05a1,frozen_user_approved_cross_model_migration_only,baseline_20260712,baseline_inventory_not_share_approval_20260712,python scripts/validate_model_data_independence.py;python scripts/validate_daily_model_research_parity.py;python scripts/validate_stock_model_contract_registry.py,Exact AST hash and consumers are frozen; baseline registration is not approval to expand sharing.
